,returns,returns_cumprod,PI,index_returns,index_returns_cumprod,returns_std,returns_annualized,index_returns_std,index_returns_annualized,sharpe,index_sharpe
2000-01-03,1.1154324488142588,1.1154324488142588,1451.9,1.0156982356973963,1.0156982356973963,,,,,,
2000-01-31,1.0220200441087917,1.1399943205375263,1631.524,1.038763816024041,1.0550705752419132,,,,,,
2000-02-28,0.9838342326114013,1.1215654375273931,1814.783,1.0169950954240394,1.0730016003472456,,,,,,
2000-03-27,0.9309417309784986,1.0441120698174085,1889.5339999999999,1.0444977324939912,1.1207477385251219,,,,,,
2000-04-24,1.0289854570638266,1.0743761353869241,1954.889,1.0233392172135953,1.1469051134362054,,,,,,
2000-05-22,0.9230515093076266,0.9917045133329953,1941.13,1.0705512776816313,1.227820734568726,,,,,,
2000-06-19,0.9698818036904524,0.9618361621193677,2034.2820000000002,1.0009806676117423,1.2290248185961432,,,,,,
2000-07-17,1.0173760180810085,0.9785490446633217,2105.201,1.0173164064180011,1.2503071118527642,,,,,,
2000-08-14,0.9975319514850449,0.9761339381468297,2200.368,1.0172571935794068,1.2718839037157164,,,,,,
2000-09-11,0.9925173633285989,0.968829882545053,2089.886,0.98033178301119,1.246868215112861,,,,,,
2000-10-09,0.978633992198914,0.9481298557166702,2032.076,1.002818842024434,1.250382939636552,,,,,,
2000-11-06,0.9808309818805627,0.9299551373328578,2109.29,1.0086080922378935,1.2611463513136318,,,,,,
2000-12-04,0.9766637092361535,0.9082534338507255,2216.103,1.0202047312097244,1.2866274743580486,0.07787712402585177,,0.09283099254599621,,,
2001-01-01,0.9888809605395578,0.8981545280796571,2192.3779999999997,1.0013780276528172,1.2884004825965885,0.07719303643514328,-0.1947925407455873,0.08084976998171464,0.2684874673548586,-2.5234470587155853,3.320819186196584
2001-01-29,1.0075358354259862,0.9049228727903698,2185.196,1.0,1.2884004825965885,0.06744352048489688,-0.2062040516450261,0.06902827840035611,0.22115099485280967,-3.0574330960555782,3.2037738732256833
2001-02-26,1.005823066627667,0.910192298971528,2067.197,0.9933867029576269,1.2798799074956404,0.05392157227723147,-0.18846260011529872,0.05265392841694092,0.1928033537708096,-3.495124347382533,3.6617088139007095
2001-03-26,1.0092899188281603,0.9186479115469901,2192.069,1.0248777502397306,1.3117204401711664,0.04882549384127529,-0.12016349767162368,0.04138463904121264,0.17039757929590843,-2.4610810504499567,4.117411272482504
2001-04-23,1.0177581005397263,0.9349613535208511,2247.221,0.9908779408697614,1.2997548487535824,0.0320039030113649,-0.12976347600634708,0.026615430675808724,0.13327147427168481,-4.054614087546347,5.007301061365797
2001-05-21,1.009416923099873,0.9437658126883102,2305.68,1.0147194347061086,1.3188865053837588,0.028182136748980968,-0.048339701998097284,0.0269607502271708,0.07416862107889054,-1.715260359023174,2.7509850599092034
2001-06-18,1.002086529567887,0.9457350079616451,2261.038,0.9789217148549848,1.2910866395493674,0.02734595853620996,-0.016740017470589133,0.02325989855268005,0.05049680040156918,-0.6121569097101847,2.1709811109967565
2001-07-16,1.0308102410046285,0.9748733314834577,2235.154,0.9884625402931043,1.2761907794674552,0.026882913509427887,-0.0037562891711050606,0.02151026086065621,0.020701847865469886,-0.13972775569090468,0.9624173318760179
2001-08-13,0.9898636235105539,0.9649916483660208,2044.251,1.0370296907149552,1.3234477293244127,0.025630697603451554,-0.011414714052420203,0.024017126896951176,0.040541298980242106,-0.44535323341659816,1.688016187539425
2001-09-10,0.9913910542683044,0.9566840876336983,1938.065,1.0208551930183851,1.3510484871692168,0.02447937981041482,-0.012536560989890701,0.026941562065084468,0.08355355505387223,-0.5121273940345901,3.1012884424454126
2001-10-08,0.9987937626108676,0.9555300995176065,1803.6589999999999,0.9779692998389624,1.3212839430453682,0.02492266606829135,0.0078050952159318,0.024343384955189087,0.05670343153388271,0.3131725632620853,2.3293158136496412
2001-11-05,0.9663203164969397,0.9233481481882058,1752.1989999999998,0.9875850088996553,1.3048802146514316,0.025086780917040707,-0.007104632126234755,0.021394298393786666,0.03467786533438071,-0.2832022231042321,1.6208928517352952
2001-12-03,1.0232172798948909,0.9447857805851205,1837.5529999999999,1.0324218879487954,1.3471868947574603,0.02400320173505652,0.04022263541521517,0.02392802644337155,0.047068340764001904,1.6757195918772065,1.967079937636921
2001-12-31,1.032030543579519,0.975047782703462,1712.5410000000002,1.0246453465761212,1.3803887826815664,0.023183739192473993,0.08561250009863032,0.03041603813744754,0.07139728782124372,3.692782229297258,2.3473565984697062
2002-01-28,0.9584803324839944,0.9345641229533959,1418.281,0.9971308288607259,1.3764282110253188,0.02047088367252972,0.032755554151953296,0.03364382343250576,0.06832326564433047,1.6001045521991126,2.0307818396858655
2002-02-25,0.9947893521471122,0.9296944384127428,1595.979,1.0158257034017242,1.3982111556467713,0.018320596660474052,0.021426394689618076,0.03720360902256206,0.09245496195238459,1.1695249388817481,2.4851073425783894
2002-03-25,1.0056567343640053,0.9349534728905368,1748.4470000000001,1.0321995815583411,1.443232969788802,0.01675697649473732,0.017749522029705946,0.047918072011986994,0.10025957177313981,1.0592317793893393,2.092312306473
2002-04-22,1.0227121742401941,0.9561882990733013,1700.835,0.993485351532838,1.4338308143344098,0.01645315884679798,0.022703553973128794,0.052525681523970455,0.10315481085483269,1.3798902803121742,1.9638928589200177
2002-05-20,1.0096407829666492,0.9654067029399164,1608.274,0.9481517727653251,1.3594892284567204,0.016940355189445526,0.02293036043545833,0.05164135879479457,0.030785608092295465,1.353593840213268,0.5961424875481519
2002-06-17,0.9815580405320502,0.9476027116542114,1561.5629999999999,0.9862910132712845,1.3408520086659756,0.01690070183261434,0.001974869997243484,0.04829613680105076,0.03854533661193955,0.11685136018626482,0.7981039305632606
2002-07-15,1.0173708778065058,0.9640634025674703,1761.5870000000002,0.9740527162370413,1.3060605411129864,0.01586518117121885,-0.01108854716493068,0.04464225735320301,0.023405404682515934,-0.6989234503698262,0.5242881088502267
2002-08-12,0.9988061512716616,0.9629124567002775,1705.691,0.9881676481578574,1.2906067732633983,0.01571361465553465,-0.0021546214096919243,0.04773503161532929,-0.024814698256181853,-0.13711812698251596,-0.5198425017532204
2002-09-09,1.0161036603666669,0.9784188718658116,1692.3139999999999,0.9716360187309525,1.2540000269208496,0.01752858556108676,0.02271887294150882,0.055811671646190136,-0.07183195952626979,1.296104175795247,-1.2870418929867915
2002-10-07,1.00845643426913,0.9866928067434211,1650.483,1.0,1.2540000269208496,0.020041926257271185,0.03261300428060498,0.06156922752425109,-0.050923131608970426,1.6272390119573972,-0.8270873885645659
2002-11-04,1.0318130054431283,1.018082470375045,1600.3470000000002,1.0192903455918885,1.2781901208123903,0.024617657800899636,0.10259870274579208,0.06344651039288322,-0.020454056655438632,4.1676874207765895,-0.3223826894305121
2002-12-02,1.00884715310677,1.0270896018657718,1459.3310000000001,0.9983089376612309,1.2760286216372976,0.02998286822451196,0.08711373834360552,0.06609445380718133,-0.05281989707372686,2.905450462287235,-0.7991577814958484
2002-12-30,0.9725451683142129,0.998891029720325,1428.1529999999998,0.9556090853432095,1.2193845439945743,0.031172322760141372,0.02445341391449969,0.07224617073972125,-0.11663687847000796,0.7844591531615718,-1.614436824481834
2003-01-27,1.0054782583425201,1.004363212837159,1563.345,1.0093155471310258,1.2307437781850001,0.030644933322693017,0.07468625016674617,0.07492218121193354,-0.10584237643007655,2.4371483984088136,-1.4126974778093895
2003-02-24,1.020793555798666,1.0252474953454158,1549.0539999999999,0.9902886056851707,1.2187915400545228,0.030343366491142096,0.10277899166075438,0.07468237314786413,-0.12832082970275993,3.387198045106757,-1.7182211048475475
2003-03-24,1.022708442745558,1.0485292693934938,1545.2620000000002,1.0058983166916309,1.225980358538845,0.03188622466793635,0.1214774850258825,0.06353227955131781,-0.15053190704321917,3.809716775533979,-2.3693767657372966
2003-04-21,1.0421950896744345,1.0927720559418215,1644.219,0.972512438693742,1.1922811482732403,0.04072386897656553,0.14284190363016533,0.04980036519112568,-0.16846455219564932,3.507572026429105,-3.38279752666692
2003-05-19,0.9839995191039886,1.0752871775370294,1628.6989999999998,1.0155509649517165,1.2108222706226297,0.043879194926330904,0.11381780783425079,0.04291464889573839,-0.10935500975087241,2.5938900662452973,-2.5481977032260383
2003-06-16,1.022761605708529,1.0997624402955641,1633.3570000000002,1.019308968457629,1.234201999653877,0.04608743647601536,0.16057333602995974,0.03416124294234018,-0.0795389859006183,3.484102139495753,-2.328339927059152
2003-07-14,1.006691728809079,1.107121752300433,1593.3970000000002,1.0133167393448597,1.2506375459821721,0.048208717694637956,0.1483910180097837,0.02904441314606091,-0.04243524200155716,3.0780951061531465,-1.4610466318653215
