Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Full Name
CANNY ELEVATOR 'A',CN:CAE,3/12/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Canny Elevator 'A'
CASTECH 'A',CN:CAS,3/19/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Castech 'A'
CENTRE TESTING INTL. (SHN.) 'A',CN:CTI,10/30/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Centre Testing International (Shenzhen) 'A'
CHACHA FOOD 'A',CN:QFD,3/2/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chacha Food 'A'
CHANG JIANG SHIP.GP. PHNX. 'A',CN:WPC,10/25/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chang Jiang Shipping Group Pheonix 'A'
CHANGCHUN UP OPTOTECH 'A',CN:CUO,1/15/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Changchun Up Optotech 'A'
CHANGZHOU ALMADEN STK. 'A',CN:PIA,10/13/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Changzhou Almaden Stock 'A'
CHANGZHOU NRB 'A',CN:ABG,1/21/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Changzhou NRB 'A'
CHANGZHOU QIANHONG BIOPHARMA 'A',CN:CQI,2/18/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Changzhou Qianhong Biopharma 'A'
CHANGZHOU TRONLY NEW ELT.MATS.'A',CN:TNE,3/24/2015,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Changzhou Tronly New Electronic Materials 'A'
CHENGDU CORPRO TECH.'A',CN:CGE,8/6/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu Corpro Technology 'A'
CHENGDU GEEYA TECH.'A',CN:CGT,10/30/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu Geeya Technology 'A'
CHENGDU HUAQIHOUPU HLDG. 'A',CN:HQH,6/11/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu Huaqihoupu Holding 'A'
CHENGDU LEEJUN INDL.'A',CN:LEE,1/6/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu Leejun Industrial 'A'
CHENGDU R&BR.ENGR.'A',CN:RBE,11/3/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu R&Bearer Engineering 'A'
CHENGDU XINZHU RD.& BDG. MCH.'A',CN:CXR,9/21/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu Xinzhu Road and Bridge Machinery 'A'
CHENGDU YUNDA TECH.'A',CN:CDY,4/23/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chengdu Yunda Technology 'A'
CHINA FANGDA GROUP 'A',CN:HJL,4/15/1996,20Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Fangda Group 'A'
CHINA HAISUM ENGINEERING 'A',CN:CEG,2/15/2007,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Haisum Engineering 'A'
CHINA NAT.COMPLETE PLT. IMT.& EXPT.'A',CN:CNC,9/7/2000,15Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China National Complete Plant Import and Export 'A'
CHINA OIL HBP SCTC.'A',CN:HBP,2/25/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Oil HBP Science and Technology 'A'
CHINA QUANJUDE GP.'A',CN:CQG,11/20/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Quanjude Group 'A'
CHINA TIANYING 'A',CN:CKE,4/8/1994,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Tianying 'A'
CHINA TUNGSTEN &HIGHTECH MATS.'A',CN:HNJ,12/5/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Tungsten and Hightech Materials 'A'
CHINA UNION HDG. 'A',CN:WZG,6/17/1994,21Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Union Holdings 'A'
CHINA WEST CON.'A',CN:XWC,11/3/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China West Construction 'A'
CHINA WSTN.PWR.INDL.'A',CN:CWP,11/11/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Western Power Industrial 'A'
CHINA WU YI 'A',CN:CIW,7/15/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Wu Yi 'A'
CHINA ZHENHUA (GP.)SCTC. 'A',CN:ZSE,7/3/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,China Zhenhua (Group) Science and Technology 'A'
CHONGQING LUMMY PHARM. 'A',CN:CLP,10/30/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chongqing Lummy Pharmaceutical 'A'
CHONGQING NEW CEN.CRUISE 'A',CN:ONQ,3/2/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chongqing New Century Cruise 'A'
CHONGQING YUKAIFA 'A',CN:CRE,7/12/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chongqing Yukaifa 'A'
CHONGYI ZHANGYUAN TGTN. 'A',CN:CYZ,3/31/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Chongyi Zhangyuan Tungsten 'A'
CHTC HELON 'A',CN:NHL,12/26/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,CHTC Helon 'A'
CITIC OFFSHORE HELI. 'A',CN:COH,7/31/2000,15Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Citic Offshore Helicopter 'A'
CNHTC JINAN TRUCK 'A',CN:CJT,11/25/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,CNHTC Jinan Truck 'A'
CNNC HUA YUAN TITANIUM DIOXIDE 'A',CN:CHY,8/3/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,CNNC Hua Yuan Titanium Dioxide 'A'
CONTEMPORARY ETN.INV.'A',CN:DCN,1/24/1997,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Contemporary Eastern Investment 'A'
COSMOS GROUP 'A',CN:CMS,4/27/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Cosmos Group 'A'
CPT TECH.(GROUP) 'A',CN:MEG,11/26/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Concepts Technology (Group) 'A'
DAJIN HEAVY INDUSTRY 'A',CN:HEI,10/15/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dajin Heavy Industry 'A'
DALIAN HUARUI HVY.IND. GP.'A',CN:DHH,1/16/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dalian Huarui Heavy Industry Group 'A'
DALIAN TIANBAO GRN.FDS. 'A',CN:DTG,2/28/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dalian Tianbao Green Foods 'A'
DALIAN ZHIYUN ATMTN.'A',CN:DZA,7/28/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dalian Zhiyun Automation 'A'
DARE TECHNOLOGY 'A',CN:JDN,6/30/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dare Technology 'A'
DEA GEN.AVTN.HLDG.'A',CN:GEE,7/16/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,DEA General Aviation Holding 'A'
DEHUA TB NEW DECORATION MATERIAL 'A',CN:DTB,5/10/2005,10Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dehua TB New Decoration Material 'A'
DIANGUANG EXPLOSION- PROOF TECH.'A',CN:DIP,10/9/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dianguang Explosion- Proof Technology 'A'
DIGIWIN SOFTWARE 'A',CN:IGI,1/27/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Digiwin Software 'A'
DINGLI 'A',CN:DCO,1/20/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dingli 'A'
DIRUI INDUSTRIAL 'A',CN:DIN,9/10/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dirui Industrial 'A'
DONG YI RI SHENG HOME DCRT.GP.'A',CN:ABK,2/19/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dong Yi Ri Sheng Home Decoration Group 'A'
DONGGUAN DEV.(HDG.) 'A',CN:DDO,6/17/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dongguan Development (Holdings) 'A'
DONGGUAN EONTEC 'A',CN:NZZ,6/19/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dongguan Eontec 'A'
DONGGUAN KINGSUN OT.'A',CN:DKO,11/25/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Dongguan Kingsun Optoelectronic 'A'
EAST CHINA ENGR.SCTC.'A',CN:ECE,7/12/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,East China Engineering Science and Technology 'A'
EDIFIER TECHNOLOGY 'A',CN:EDT,2/5/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Edifier Technology 'A'
ELEFIRST SCTC.'A',CN:DCT,10/9/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Elefirst Science and Technology 'A'
EMEI SHAN TOURISM 'A',CN:EMS,10/21/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Emei Shan Tourism 'A'
EOPTOLINK TECH.'A',CN:EOP,3/3/2016,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Eoptolink Technology 'A'
EUROPOL INTEL.NET.'A',CN:EUR,1/27/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Europol Intelligent Network 'A'
EVERYDAY NETWORK 'A',CN:EDY,3/15/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Everyday Network 'A'
FAWER AUTOMOTIVE PARTS 'A',CN:LAG,10/4/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fawer Automotive Participations 'A'
FEITIAN TECHNOLOGIES 'A',CN:FTE,6/26/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Feitian Technologies 'A'
FOCUS TECHNOLOGY 'A',CN:FOC,12/9/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Focus Technology 'A'
FOSHAN ELECT.& LTG.'A',CN:FEL,11/23/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Foshan Electrical and Lighting 'A'
FOSHAN NATIONSTAR OPEL. 'A',CN:FNO,7/16/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Foshan Nationstar Optoelectronics 'A'
FSPG HI-TECH 'A',CN:FPG,5/25/2000,15Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,FSPG Hi-Tech 'A'
FUJIAN COSUNTER PHARM. 'A',CN:FCP,4/22/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Cosunter Pharmaceutical 'A'
FUJIAN GUANFU MOD.HHLD. WARES 'A',CN:FGU,12/29/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Guanfu Modern Household Wares 'A'
FUJIAN NEWCHOICE PIPE TECH.'A',CN:FSP,4/7/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Newchoice Pipe Technology 'A'
FUJIAN RONGJI SFTW.'A',CN:FRS,9/15/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Rongji Software 'A'
FUJIAN SEPTWOLVES IND. 'A',CN:FIJ,8/6/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Septwolves Industry 'A'
FUJIAN SNOWMAN 'A',CN:SWN,12/5/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Snowman 'A'
FUJIAN STAR-NET COMM.'A',CN:FSC,6/23/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fujian Star-Net Communication 'A'
FUXIN DARE AUTV.PAS.'A',CN:FDA,6/12/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Fuxin Dare Automotive PAS 'A'
GANSU JINGYUAN COAL IND. & ELEC.PWR.'A',CN:GCB,1/6/1994,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Gansu Jingyuan Coal Industry and Electric Power 'A'
GANSU SHANGFENG CMT.'A',CN:BCP,12/18/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Gansu Shangfeng Cement 'A'
GENIMOUS INVESTMENT 'A',CN:HST,12/24/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Genimous Investment 'A'
GEPIC ENERGY DEV.'A',CN:NWY,10/14/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Gepic Energy Development 'A'
GI TECHS.(BEJ.) 'A',CN:GIJ,4/10/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,GI Technologies (Beijing) 'A'
GNGD.NAN YANG CAB.GP. HLDG.'A',CN:GDN,2/1/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Nan Yang Cable Group Holding 'A'
GNGD.OR.ZCIND.SCTC.'A',CN:GOZ,9/13/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Orient Zirconic Industry Science and Technology 'A'
GOHIGH DATA NETWORKS TECH.'A',CN:GCN,6/9/1998,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Gohigh Data Networks Technology 'A'
GOLDCUP ELEC.APPARATUS 'A',CN:GEA,12/31/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Goldcup Electric Apparatus 'A'
GOLDENMAX INTL.TECH.'A',CN:GIT,11/25/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Goldenmax International Technology 'A'
GOLDLOK TOYS HDG.(GNGD.) 'A',CN:GLL,2/3/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Goldlok Toys Holdings (Guangdong) 'A'
GOSUN HOLDING 'A',CN:HMZ,4/27/2000,15Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Gosun Holding 'A'
GRANDHOPE BIOTECH 'A',CN:GHP,7/6/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Grandhope Biotechnology 'A'
GREAT WALL MOVIE AND TELEVISION 'A',CN:JHH,10/12/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Great Wall Movie and Television 'A'
GUANGBO GROUP STOCK 'A',CN:ZGU,1/10/2007,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangbo Group Stock 'A'
GUANGDONG ANJUBAO DIG. TECH.'A',CN:ANJ,1/7/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Anjubao Digital Technology 'A'
GUANGDONG BOBAOLON 'A',CN:GBO,6/26/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Bobaolon 'A'
GUANGDONG CHJ IND.'A',CN:GUB,1/28/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong CHJ Industry 'A'
GUANGDONG DELIAN GROUP 'A',CN:PRO,3/27/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Delian Group 'A'
GUANGDONG DOWSTONE TECH. 'A',CN:LKJ,12/3/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Dowstone Technology 'A'
GUANGDONG DYNAVOLT POWER TECHNOLOGY 'A',CN:DPT,6/12/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Dynavolt Power Technology 'A'
GUANGDONG EASTONE CEN. TECH.'A',CN:ECT,4/25/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Eastone Century Technology 'A'
GUANGDONG GUANGHONG HDG. 'A',CN:MEI,11/18/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Guanghong Holdings 'A'
GUANGDONG GUANGHUA SCI-TECH 'A',CN:GHS,2/16/2015,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Guanghua SCI-Technology 'A'
GUANGDONG GZH.DLY.MDA. 'A',CN:GCS,11/16/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Guangzhou Daily Media 'A'
GUANGDONG HOMA APP.'A',CN:HPA,4/16/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Homa Appliances 'A'
GUANGDONG HUASHENG ELECT.APP.'A',CN:GHE,4/16/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Huasheng Electrical Appliances 'A'
GUANGDONG MACRO 'A',CN:GMC,1/3/1994,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Macro 'A'
GUANGDONG QUNXING TOYS JOINT-STOCK 'A',CN:GQT,4/22/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Qunxing Toys Joint-Stock 'A'
GUANGDONG SHAONENG 'A',CN:GAN,8/30/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Shaoneng 'A'
GUANGDONG SHIRONGZHAOYE 'A',CN:GGG,7/8/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Shirongzhaoye 'A'
GUANGDONG SILV.AGE SCTC. 'A',CN:SLV,5/25/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Silver Age Science and Technology 'A'
GUANGDONG SUNWILL PRECISING PLASTIC 'A',CN:PSW,5/25/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Sunwill Precising Plastic 'A'
GUANGDONG TAIANTANG PHARM.'A',CN:GPP,6/18/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Taiantang Pharmaceutical 'A'
GUANGDONG TAPAI GP.'A',CN:GTG,5/16/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Tapai Group 'A'
GUANGDONG VANWARD NEW ELECTRIC 'A',CN:VWN,1/28/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Vanward New Electric 'A'
GUANGDONG VTR BIO-TECH 'A',CN:VTR,1/28/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong VTR Bio-Technology 'A'
GUANGDONG XINBAO ELECT. APP.HDG.'A',CN:ABD,1/21/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Xinbao Electrical Appliances Holdings 'A'
GUANGDONG XINHUI 'A',CN:GXA,6/19/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Xinhui 'A'
GUANGDONG ZHONGSHENG PHARM.'A',CN:GDP,12/11/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangdong Zhongsheng Pharmaceutical 'A'
GUANGXI GUITANG 'A',CN:GXG,11/11/1998,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangxi Guitang 'A'
GUANGXI LIUGONG MCH.'A',CN:GLM,11/18/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangxi Liugong Machinery 'A'
GUANGXIA (YINCHUAN) IND. 'A',CN:GIC,6/17/1994,21Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangxia (Yinchuan) Industry 'A'
GUANGZHOU GT.PWR.EN.& TECH.'A',CN:GPT,4/24/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Great Power Energy and Technology 'A'
GUANGZHOU HANGXIN AVTN. TECH.'A',CN:HXA,4/22/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Hangxin Aviation Technology 'A'
GUANGZHOU HENGYUN ENTS. HLDG.'A',CN:GHH,1/6/1994,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Hengyun Enterprises Holding 'A'
GUANGZHOU HI TARGET NAV. TECH.'A',CN:HNT,2/15/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Hi Target Navigation Technology 'A'
GUANGZHOU HONGLI OPTO ELT.'A',CN:HGO,5/18/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Hongli Opto Electronic 'A'
GUANGZHOU KINTCH.'A',CN:GKT,11/1/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Kingteller Technology 'A'
GUANGZHOU TINCI MATS. TECH.'A',CN:ABH,1/23/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Tinci Materials Technology 'A'
GUANGZHOU WONDFO BIOTECH 'A',CN:WFB,6/30/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Wondfo Biotechnology 'A'
GUANGZHOU ZHG.ELEC.'A',CN:GZE,9/19/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Zhiguang Electric 'A'
GUANGZHOU ZHUJIANG BREW. 'A',CN:GZB,8/18/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guangzhou Zhujiang Brewery 'A'
GUILIN LAYN NATINGDTS. 'A',CN:GLN,9/13/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guilin Layn Natural Ingredients 'A'
GUILIN SANJIN PHARM.'A',CN:GSP,7/10/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guilin Sanjin Pharmaceutical 'A'
GUIZHOU JIULIAN IND. EXPLOSIVE 'A',CN:GJI,9/8/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guizhou Jiulian Industry Explosive 'A'
GUIZHOU QIANYUAN PWR.'A',CN:GQP,3/3/2005,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guizhou Qianyuan Power 'A'
GUIZHOU SPACE APPLIANCE 'A',CN:GSA,7/26/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guizhou Space Appliance 'A'
GUODIAN CHANGYUAN ELEC. PWR. 'A',CN:HCE,3/16/2000,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guodian Changyuan Electric Power 'A'
GUOGUANG ELECTRIC 'A',CN:GEC,5/23/2005,10Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guoguang Electric 'A'
GUOMAI TECHNOLOGIES 'A',CN:FGT,12/15/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Guomai Technologies 'A'
HAILUN PIANO 'A',CN:MZZ,6/19/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hailun Piano 'A'
HAIMA AUTOMOBILE GROUP 'A',CN:HJE,8/8/1994,21Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Haima Automobile Group 'A'
HAINAN RUIZE NEW BLDG. MRA.'A',CN:RZE,7/7/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hainan Ruize New Building Material 'A'
HAINAN STRAIT SHIPPING 'A',CN:QSP,12/16/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hainan Strait Shipping 'A'
HAINING CHINA LTHR.MKT. 'A',CN:LMK,1/26/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Haining China Leather Market 'A'
HAIXIN FOODS 'A',CN:TGX,10/11/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Haixin Foods 'A'
HAKIM INFO.TECH.'A',CN:HKM,3/19/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hakim Information Technology 'A'
HANGZHOU BOILER GP.'A',CN:BOI,1/10/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hangzhou Boiler Group 'A'
HANGZHOU CNCR-IT 'A',CN:NCR,8/3/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hangzhou CNCR-IT 'A'
HANGZHOU HANGYANG 'A',CN:HGY,6/10/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hangzhou Hangyang 'A'
HANGZHOU SUNRISE TECH. 'A',CN:ABV,1/21/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hangzhou Sunrise Technology 'A'
HANWANG TECHNOLOGY 'A',CN:HTG,3/3/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hanwang Technology 'A'
HC SEMITEK 'A',CN:TEK,6/1/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,HC Semitek 'A'
HEBEI CHANGSHAN BIOCH. PHARM.'A',CN:HCB,8/19/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hebei Changshan Biochemical Pharmaceutical 'A'
HEBEI CHENGDE LOLO 'A',CN:HCL,11/13/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hebei Chengde Lolo 'A'
HEBEI HENGXIN MOBL.BUS. 'A',CN:HMX,5/20/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hebei Hengxin Mobile Business 'A'
HEFEI DEPT.STORE GP.'A',CN:HEF,8/12/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hefei Department Store Group 'A'
HEFEI URBAN CON.DEV.'A',CN:UCD,1/28/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Hefei Urban Construction Development 'A'
HENAN HANWEI ELTN.'A',CN:HKE,10/30/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Henan Hanwei Electronics 'A'
HENAN HUAYING AGRI.DEV. 'A',CN:AGD,12/16/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Henan Huaying Agricultural Development 'A'
HENAN KEDI DAIRY 'A',CN:HKD,6/30/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Henan Kedi Dairy 'A'
HENAN PROV.XIXIA AUTMB. WATER PUMP 'A',CN:HPX,1/11/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Henan Province Xixia Automobile Water Pump 'A'
HENAN SHENHUO CAA.& PWR. 'A',CN:HUO,9/1/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Henan Shenhuo Coal and Power 'A'
