Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Full Name
SHN.FOUNTAIN 'A',CN:SFN,8/27/1991,24Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Shenzhen Fountain 'A'
SHN.ZHENYE (GROUP) 'A',CN:ZHN,4/27/1992,23Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Shenzhen Zhenye (Group) 'A'
SICHUAN GUOGUANG AGROCHEMICAL 'A',CN:GUG,3/20/2015,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Guoguang Agrochemical 'A'
SICHUAN JIUYUAN YINHAI SFTW.'A',CN:YHS,12/31/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Jiuyuan Yinhai Software 'A'
SICHUAN RENZHI OILFIELD TECH.SVS.'A',CN:SRP,11/3/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Renzhi Oilfield Technology Services 'A'
SICHUAN SCIMEE TECH & SCI 'A',CN:DSE,2/16/2015,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Scimee Technology and SCI 'A'
SICHUAN SUNNY SEAL 'A',CN:SUY,6/12/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Sunny Seal 'A'
SICHUAN XUNYOU NET.TECH. 'A',CN:XYT,5/27/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Xunyou Network Technology 'A'
SICHUAN YAHUA INDL.GP. 'A',CN:YDL,11/9/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Yahua Industrial Group 'A'
SICHUAN ZHONGUANG LIGHTNING PROTC.TECHS.,CN:LPT,5/13/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sichuan Zhonguang Lightning Protection Technologies
SIEYUAN ELECTRIC 'A',CN:SGH,8/5/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sieyuan Electric 'A'
SINO GEOPHYSICAL 'A',CN:GPH,3/16/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sino Geophysical 'A'
SINO WEALTH ELECTRONIC 'A',CN:XXS,6/13/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sino Wealth Electronic 'A'
SINOMA SCI.& TECH.'A',CN:STC,11/20/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sinoma Science and Technology 'A'
SINOSTEEL JILIN CARBON 'A',CN:JII,3/12/1999,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sinosteel Jilin Carbon 'A'
SINOSUN TECHNOLOGY 'A',CN:YSQ,6/28/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sinosun Technology 'A'
SOYEA TECHNOLOGY 'A',CN:DST,5/7/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Soyea Technology 'A'
STAIDSON (BEJ.)BIOPH.'A',CN:DSN,4/15/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Staidson (Beijing) Biopharmaceuticals 'A'
STELLAR MEGAUNION 'A',CN:CQS,1/15/1999,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Stellar Megaunion 'A'
STEYR MOTORS 'A',CN:HAX,6/27/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Steyr Motors 'A'
SUFA TECH.IND.CNNC 'A',CN:SUV,7/10/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sufa Technology Industry CNNC 'A'
SUNFLOWER PHARMS.GP.'A',CN:SUF,12/30/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sunflower Pharmaceuticals Group 'A'
SUNVIM GROUP 'A',CN:SVM,11/24/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sunvim Group 'A'
SUNWARD INTEL.EQU.'A',CN:HSU,12/22/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Sunward Intelligent Equipment 'A'
SURFILTER NETWORK TECH. 'A',CN:FLT,4/25/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Surfilter Network Technology 'A'
SUZHOU ANJIE TECH.'A',CN:AJT,11/25/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Anjie Technology 'A'
SUZHOU BOAMAX TECHS.GP. 'A',CN:BOA,12/3/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Boamax Technologies Group 'A'
SUZHOU CHUNXING PRECN. MECH.'A',CN:CHX,2/18/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Chunxing Precision Mechanical 'A'
SUZHOU ELEC.APT.SCIENCE ACADEM.'A',CN:APA,5/11/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Electric APT Science Academy 'A'
SUZHOU GOOD-ARK ELTN. 'A',CN:SGA,11/16/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Good-Ark Electronics 'A'
SUZHOU JINFU NEW MRA. 'A',CN:UII,10/13/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Jinfu New Material 'A'
SUZHOU LOPSKING ALMN.'A',CN:LOA,1/12/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Lopsking Aluminum 'A'
SUZHOU TFC OPTC.COMM.'A',CN:TOC,2/17/2015,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou TFC Optical Communication 'A'
SUZHOU THVOW TECH.'A',CN:GAM,3/10/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Thvow Technology 'A'
SUZHOU TIANMA SPY.CHEMS. 'A',CN:TIC,7/20/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Suzhou Tianma Specialty Chemicals 'A'
SZ SEZ RLST.& PROPS. (GP.) 'A',CN:SRA,9/15/1993,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,SZ SEZ Real Estate and Properties (Group) 'A'
TAIYUAN TWIN TOWER ALUMINUM OXIDE 'A',CN:TYC,8/8/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Taiyuan Twin Tower Aluminum Oxide 'A'
TANGRENSHEN GROUP 'A',CN:TGP,3/25/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tangrenshen Group 'A'
TIANGUANG FIRE-FIGHTING 'A',CN:FTF,11/23/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianguang Fire-Fighting 'A'
TIANJIN FAW XIALI AUTMB. 'A',CN:TAX,7/27/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianjin Faw Xiali Automobile 'A'
TIANJIN JINBIN DEV. 'A',CN:TJD,4/22/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianjin Jinbin Development 'A'
TIANJIN LISHENG PHARM. 'A',CN:TLP,4/23/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianjin Lisheng Pharmaceutical 'A'
TIANJIN MOTOR DIES 'A',CN:DIE,11/25/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianjin Motor Dies 'A'
TIANJIN RINGPU BIO-TECH. 'A',CN:RNG,9/17/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianjin Ringpu Bio-Technology 'A'
TIANJIN TEDA 'A',CN:TNM,11/28/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianjin Teda 'A'
TIANMA BEARING GROUP 'A',CN:ZTB,3/28/2007,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianma Bearing Group 'A'
TIANSHUI HUN.TECH.'A',CN:THT,11/20/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianshui Huatian Technology 'A'
TIANSHUI ZOG.BTEC.'A',CN:ZBT,6/26/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianshui ZOG Btec 'A'
TIANZE INFO.IND.'A',CN:GSU,4/26/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tianze Information Industry 'A'
TIBET MINERAL DEV. 'A',CN:TMD,7/8/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tibet Mineral Development 'A'
TITAN WIND EN.(SUZHOU) 'A',CN:TWE,12/31/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Titan Wind Energy (Suzhou) 'A'
TONGHUA SHUANGLONG CHM. 'A',CN:ADS,8/25/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tonghua Shuanglong Chemical 'A'
TONGYU HEAVY INDUSTY 'A',CN:NGY,3/8/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tongyu Heavy Industy 'A'
TOYOU FEIJI ELECTRONICS 'A',CN:TYI,3/21/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Toyou Feiji Electronics 'A'
TRUKING TECHNOLOGY 'A',CN:TRK,1/21/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Truking Technology 'A'
TUNGKONG 'A',CN:TKG,3/2/2007,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Tungkong 'A'
UNILUMIN GROUP 'A',CN:UNI,6/22/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Unilumin Group 'A'
VATTI 'A',CN:ZVG,9/1/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Vatti 'A'
VICTORY GIT.TECH.HUIZHOU 'A',CN:GTH,6/11/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Victory Giant Technology Huizhou 'A'
WEDGE INDUSTRIAL 'A',CN:SEP,1/10/1994,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wedge Industrial 'A'
WEIHAI GUANGTAI ARPT. EQU. 'A',CN:WGA,1/26/2007,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Weihai Guangtai Airport Equipment 'A'
WISCOM SYSTEM 'A',CN:WIS,12/8/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wiscom System 'A'
WISESOFT 'A',CN:WSE,6/23/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wisesoft 'A'
WUHAN DEPT.STORE GP. 'A',CN:WDS,11/20/1992,23Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuhan Department Store Group 'A'
WUHAN FINGU ELEC.TECH. 'A',CN:WFE,12/7/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuhan Fingu Electric Technology 'A'
WUHAN LANGOLD RLST.'A',CN:WLR,11/6/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuhan Langold Real Estate 'A'
WUHAN TIANYU INFO.IND. 'A',CN:WTI,4/21/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuhan Tianyu Information Industry 'A'
WUHAN ZHONGYUAN HUADIAN SCTC.'A',CN:WZH,10/30/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuhan Zhongyuan Huadian Science and Technology 'A'
WUS PRINTED CIRCUIT (KUNSHAN) 'A',CN:PCK,8/18/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,WUS Printed Circuit (Kunshan) 'A'
WUXI BOTON TECH.'A',CN:WBB,12/25/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuxi Boton Technology 'A'
WUXI HUADONG HEAVY MCH. 'A',CN:WHH,6/12/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuxi Huadong Heavy Machinery 'A'
WUXI LITTLE SWAN 'A',CN:WXL,3/28/1997,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Wuxi Little Swan 'A'
XI'AN MINSHENG GP. 'A',CN:XMI,1/10/1994,22Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,XI 'An Minsheng Group 'A'
XIAMEN 35 COM TECH.'A',CN:XWA,2/11/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen 35 Com Technology 'A'
XIAMEN ANNE 'A',CN:XAN,5/16/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Anne 'A'
XIAMEN COMFORT SCTC.GP. 'A',CN:XCT,9/9/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Comfort Science and Technology Group 'A'
XIAMEN HXP.PRINTING 'A',CN:XHP,5/8/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Hexing Packaging Printing 'A'
XIAMEN KEHUA HENGSHENG 'A',CN:XKH,1/13/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Kehua Hengsheng 'A'
XIAMEN KINGDOMWAY GP.'A',CN:XKG,10/28/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Kingdomway Group 'A'
XIAMEN PORT DEVELOPMENT 'A',CN:XRB,4/29/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Port Development 'A'
XIAMEN R &.T PLBG.TECH. 'A',CN:RTP,3/8/2016,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen R and T Plumbing Technology 'A'
XIAMEN RED PHASE INSTS. 'A',CN:RPI,2/17/2015,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Red Phase Instruments 'A'
XIAMEN SAVINGS ENV.'A',CN:XSE,2/26/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Savings Environmental 'A'
XIAMEN SUNRISE WHEEL GP. 'A',CN:WEE,6/28/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Sunrise Wheel Group 'A'
XIAMEN XINDE 'A',CN:XIX,2/26/1997,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiamen Xinde 'A'
XIAN TIAN HE DFS.TECH. 'A',CN:XTH,9/10/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xian Tian HE DFS Technology 'A'
XIANDAI INVESTMENT 'A',CN:HCX,1/29/1999,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiandai Investment 'A'
XIANGXUE PHARM.'A',CN:IPH,12/15/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiangxue Pharmaceutical 'A'
XILONG CHEMICAL 'A',CN:XCE,6/2/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xilong Chemical 'A'
XIN ZHI MOTOR 'A',CN:XZI,3/16/2012,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,XIN ZHI Motor 'A'
XINJIANG CHALKIS 'A',CN:XIC,9/26/2000,15Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xinjiang Chalkis 'A'
XINJIANG HAOYUAN NATURAL GAS 'A',CN:XHN,9/21/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xinjiang Haoyuan Natural Gas 'A'
XINJIANG TECON ANM.HBDY. BIO-TECH 'A',CN:XTS,12/26/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xinjiang Tecon Animal Husbandry Bio-Technology 'A'
XINJIANG TIANSHAN CMT 'A',CN:XTI,1/7/1999,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xinjiang Tianshan CMT 'A'
XINJIANG TIANSHAN WOOL TEX STOCK 'A',CN:XTW,5/19/1998,17Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xinjiang Tianshan Wool Tex Stock 'A'
XINJIANG ZHONGTAI CHEMICAL 'A',CN:XZC,12/8/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xinjiang Zhongtai Chemical 'A'
XIWANG FOODSTUFFS 'A',CN:ZQN,11/26/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Xiwang Foodstuffs 'A'
YAN TAI SHUANG TA FOOD 'A',CN:YTS,9/21/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yan Tai Shuang Ta Food 'A'
YANGZHOU YANGJIE ELT. TECH.'A',CN:YYE,1/23/2014,2Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yangzhou Yangjie Electronic Technology 'A'
YANTAI TAYHO ADVD.MATS. 'A',CN:YSP,6/25/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yantai Tayho Advanced Materials 'A'
YANTAI VALIANT FINE CHEMS.'A',CN:YVF,12/20/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yantai Valiant Fine Chemicals 'A'
YANTAI ZHENGHAI MAGNETIC MRA.'A',CN:YTO,5/31/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yantai Zhenghai Magnetic Material 'A'
YELAND INVESTMENT GROUP 'A',CN:DLB,11/8/1996,19Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yeland Investment Group 'A'
YGSOFT 'A',CN:GYG,8/23/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Ygsoft 'A'
YINBANG CLAD MRA.'A',CN:CLD,7/18/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yinbang Clad Material 'A'
YONGGAO 'A',CN:YGO,12/8/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yonggao 'A'
YONGXING SPC.SSTL.'A',CN:YXS,5/15/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yongxing Special SSTL 'A'
YOUNGY 'A',CN:GLC,12/5/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Youngy 'A'
YUANCHENG CABLE 'A',CN:WQE,8/8/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yuancheng Cable 'A'
YUEYANG XCH.PETROCH.'A',CN:XPE,6/25/1997,18Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yueyang Xingchang Petrochemical 'A'
YUNNAN LINCANG XINYUAN GERMANIUM INDL.'A',CN:YLX,6/8/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yunnan Lincang Xinyuan Germanium Industrial 'A'
YUNNAN LUOPING ZINC & ELTY. 'A',CN:JUN,2/15/2007,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yunnan Luoping Zinc and Electricity 'A'
YUNNAN SALT & CHM.IND. 'A',CN:YSC,6/27/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yunnan Salt and Chemical Industry 'A'
YUNNAN TOURISM 'A',CN:KHG,8/10/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Yunnan Tourism 'A'
ZHANGJIAGANG FURUI SPC. EQU.'A',CN:ZFS,6/8/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhangjiagang Furui Special Equipment 'A'
ZHANGZIDAO GROUP 'A',CN:DZF,9/28/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhangzidao Group 'A'
ZHANJIANG GLA.ATC.PRDS. 'A',CN:ZGA,7/8/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhanjiang Guolian Aquatic Products 'A'
ZHEJIANG BANGJIE DIG. KNTG.SHRE.'A',CN:ZBD,12/5/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Bangjie Digital KNTG Share 'A'
ZHEJIANG BAOXINIAO GRMT. 'A',CN:ZBG,8/16/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Baoxiniao Garment 'A'
ZHEJIANG DALI TECH.'A',CN:ZDT,2/18/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Dali Technology 'A'
ZHEJIANG DAOMING OP.& CHM.'A',CN:DOC,11/22/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Daoming Optics and Chemical 'A'
ZHEJIANG DBLE.ARROW RUB. 'A',CN:ARR,4/2/2010,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Double Arrow Rubber 'A'
ZHEJIANG DILONG NEW MRA. 'A',CN:ZNM,6/12/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Dilong New Material 'A'
ZHEJIANG DUN'AN ARTIFICIAL ENV.'A',CN:ZAN,7/5/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang DUN 'An Artificial Environmental 'A'
ZHEJIANG ENJOYOR ELTN. 'A',CN:ZEE,10/30/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Enjoyor Electronics 'A'
ZHEJIANG FFJG.ENV.TMELC. 'A',CN:FUC,9/21/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Fuchunjiang Environmental Thermoelectric 'A'
ZHEJIANG FIRSTAR PANEL TECH.'A',CN:ZFP,8/19/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Firstar Panel Technology 'A'
ZHEJIANG FOUNDER MTR.'A',CN:ZFM,12/12/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Founder Motor 'A'
ZHEJIANG GDN.BIO CHM.HI. TECH 'A',CN:GBC,10/9/2014,1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Garden Bio Chemical High Technology 'A'
ZHEJIANG GOLDCARD HIGH-TECH 'A',CN:AWQ,8/17/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Goldcard High-Technology 'A'
ZHEJIANG GT.STHEAST.'A',CN:ZGS,7/28/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Great Southeast 'A'
ZHEJIANG HAERS VACUUM CTRS.'A',CN:VCM,9/9/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Haers Vacuum Containers 'A'
ZHEJIANG HAILIDE NEW MRA.'A',CN:ZHM,1/23/2008,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Hailide New Material 'A'
ZHEJIANG HUAFON SPANDEX 'A',CN:ZJH,8/23/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Huafon Spandex 'A'
ZHEJIANG IDC FLUID CNTL. 'A',CN:IDC,9/8/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang IDC Fluid Control 'A'
ZHEJIANG JINGSHENG MCL&ECL.'A',CN:MCL,5/11/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Jingsheng MCL and ECL 'A'
ZHEJIANG JINGXIN PHARM. 'A',CN:IHG,7/15/2004,11Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Jingxin Pharmaceutical 'A'
ZHEJIANG JINGXING PAPER JOINT STOCK 'A',CN:ZJP,9/15/2006,9Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Jingxing Paper Joint Stock 'A'
ZHEJIANG JINKE PEROXIDES 'A',CN:JPX,5/15/2015,<1Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Jinke Peroxides 'A'
ZHEJIANG JIULI HI-TECH METALS 'A',CN:ZHT,12/11/2009,6Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Jiuli Hi-Tech Metals 'A'
ZHEJIANG JOLLY PHARM.'A',CN:JOL,2/22/2011,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Jolly Pharmaceutical 'A'
ZHEJIANG KANGSHENG 'A',CN:KSH,6/1/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Kangsheng 'A'
ZHEJIANG KINGLAND PIPE. & TECHS.'A',CN:ZKP,7/6/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Kingland Pipeline and Technologies 'A'
ZHEJIANG MEIDA INDUSTRIAL 'A',CN:THW,5/25/2012,3Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Meida Industrial 'A'
ZHEJIANG MING JEWELRY 'A',CN:ZMJ,4/22/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Ming Jewelry 'A'
ZHEJIANG NARADA PWR.SCE. 'A',CN:ZNP,4/21/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Narada Power Source 'A'
ZHEJIANG NEW JLN.ELTN. 'A',CN:ZJE,11/22/2007,8Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang New Jialian Electronics 'A'
ZHEJIANG QIANJIANG 'A',CN:ZHQ,5/14/1999,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Qianjiang 'A'
ZHEJIANG RECLAIM CON.GP. 'A',CN:ZRC,6/2/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Reclaim Construction Group 'A'
ZHEJIANG RIFA PRECN.MCH. 'A',CN:RIF,12/10/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Rifa Precision Machinery 'A'
ZHEJIANG SANLUX RUB.'A',CN:ZSR,4/25/2008,7Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Sanlux Rubber 'A'
ZHEJIANG SAT.PETROCH.'A',CN:ZPS,12/28/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Satellite Petrochemical 'A'
ZHEJIANG SGUN.DRIVELINE 'A',CN:ZSH,9/10/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Shuanghuan Driveline 'A'
ZHEJIANG SHANGFENG INDL. HDG.'A',CN:ZSI,3/30/2000,16Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Shangfeng Industrial Holdings 'A'
ZHEJIANG SUNFLOWER LT. EN.SCTC.'A',CN:ZUN,8/27/2010,5Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Sunflower Light Energy Science and Technology 'A'
ZHEJIANG VIE SCTC.'A',CN:VIE,6/10/2011,4Y,Equities,Shenzhen,China,Chinese Yuan Renminbi,Equity,Zhejiang Vie Science and Technology 'A'
