Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Full Name
SHANGHAI WAIGAOQIAO FREE TRADE ZONE DEV.'A',CN:SWF,5/4/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Waigaoqiao Free Trade Zone Development 'A'
SHANGHAI ZHIXIN ELECTRIC 'A',CN:SIR,10/10/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Zhixin Electric 'A'
SHANTOU DONGFENG PRINT. 'A',CN:PRN,2/16/2012,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shantou Dongfeng Printing 'A'
SHANXI GUOXIN ENERGY 'A',CN:SLS,10/13/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanxi Guoxin Energy 'A'
SHANXI XINGHUACUN FEN WINE FAC. 'A',CN:SXX,1/6/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanxi Xinghuacun Fen Wine Factory 'A'
SHENGYI TECHNOLOGY 'A',CN:DSC,10/28/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shengyi Technology 'A'
SHENYANG TOLY BREAD 'A',CN:YTB,12/22/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenyang Toly Bread 'A'
SHENZHEN GAS 'A',CN:SZX,12/25/2009,6Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenzhen Gas 'A'
SHN.EXPRESSWAY 'A',CN:SEN,12/25/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenzhen Expressway 'A'
SICHUAN CHANGHONG ELEC. 'A',CN:SCE,3/11/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Changhong Electric 'A'
SICHUAN CHENGFA AERO- SCI.&TECH.'A',CN:AST,12/17/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Chengfa Aero- Science and Technology 'A'
SICHUAN HEBANG BIOTECH. 'A',CN:AQW,7/31/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Hebang Biotechnology 'A'
SICHUAN HEJIA 'A',CN:SIJ,6/26/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Hejia 'A'
SICHUAN HONGDA 'A',CN:SCI,12/20/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Hongda 'A'
SICHUAN ROAD & BRIDGE 'A',CN:SIB,3/25/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Road and Bridge 'A'
SINOMA INTL.ENGR.'A',CN:SNR,4/12/2005,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sinoma International Engineering 'A'
SINOTRANS AIR TRSP. DEV. 'A',CN:SAT,12/28/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sinotrans Air Transportation Development 'A'
SOUTHERN PAM.,CN:PAM,2/15/2016,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Southern PAM
TANGSHAN PORT GROUP 'A',CN:TPG,7/5/2010,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tangshan Port Group 'A'
TANGSHAN SANYOU CHM. INDS. 'A',CN:TSC,6/18/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tangshan Sanyou Chemical Industries 'A'
TIANJIN PORT 'A',CN:TIJ,6/14/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tianjin Port 'A'
TIBET SUMMIT IND.'A',CN:TBS,12/27/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tibet Summit Industry 'A'
WEIFANG BEIDA JADEBIRD HUAGUANG TECH.'A',CN:WHU,5/26/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Weifang Beida Jadebird Huaguang Technology 'A'
WESTERN REGN.GD.'A',CN:WRG,1/22/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Western Region Gold 'A'
WOLONG ELECTRIC GROUP 'A',CN:ZWH,6/6/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Wolong Electric Group 'A'
WUHAN DOUBLE 'A',CN:WDA,3/3/1998,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Wuhan Double 'A'
XIAMEN ITG GROUP 'A',CN:XMG,10/3/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Xiamen ITG Group 'A'
XIAMEN XIANGYU 'A',CN:XXE,6/4/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Xiamen Xiangyu 'A'
YANGQUAN COAL IND.(GP.) 'A',CN:SUE,8/21/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yangquan Coal Industry (Group) 'A'
YANTAI XINCHAO IND. 'A',CN:YNX,11/21/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yantai Xinchao Industry 'A'
YUNNAN YUNTIANHUA 'A',CN:YYU,7/9/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yunnan Yuntianhua 'A'
ZHEJIANG CONBA PHARM. 'A',CN:ZCP,4/12/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Conba Pharmaceutical 'A'
ZHEJIANG HISUN PHARM. 'A',CN:ZHP,7/25/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Hisun Pharmaceutical 'A'
ZHEJIANG JIUZHOU PHARM. 'A',CN:ZPH,10/10/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Jiuzhou Pharmaceutical 'A'
ZHEJIANG MEDICINE 'A',CN:ZMC,10/21/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Medicine 'A'
ZHEJIANG WEIMING ENVM. PROTC.'A',CN:WEP,5/28/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Weiming Environment Protection 'A'
ZHONGYUAN UN.CELL & GENE ENGR.'A',CN:SWI,5/4/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhongyuan Union Cell and Gene Engineering 'A'
AEROSPACE COMMS.HDG.'A',CN:ZZG,9/28/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Aerospace Communications Holdings 'A'
AEROSUN 'A',CN:NCA,6/15/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Aerosun 'A'
ANHUI FANGXING SCIENCE AND TECH.'A',CN:FST,11/8/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Fangxing Science and Technology 'A'
ANHUI GXIN.AGROCHEMICAL 'A',CN:AGA,5/13/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Gxin Agrochemical 'A'
ANHUI HELI 'A',CN:AHH,10/9/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Heli 'A'
ANHUI HENGYUAN COAL IND. & ELEC. 'A',CN:AHC,8/17/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Hengyuan Coal Industry and Electric 'A'
ANHUI SHANYING PAPR. INDS.'A',CN:AHS,12/18/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Shanying Paper Industries 'A'
ANHUI SUN-CREATE ELTN. 'A',CN:ASC,5/10/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Sun-Create Electronics 'A'
ANHUI WANWEI UPDATED HIGH-TECH MRA.'A',CN:AWA,5/28/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Wanwei Updated High-Technology Material 'A'
ANHUI XINKE NEW MATERIAL 'A',CN:AXN,11/22/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Xinke New Material 'A'
ANHUI YINGLIU ERML.'A',CN:YEM,1/22/2014,2Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Yingliu Erml 'A'
ANYANG IRON & STEEL 'A',CN:AIS,8/21/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anyang Iron and Steel 'A'
APPLE FLFR.GP.'A',CN:AFG,3/25/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Apple Flavor & Fragrance Group 'A'
ASIAN STAR ANCHOR CHAIN 'A',CN:ASI,12/28/2010,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Asian Star Anchor Chain 'A'
BANBAO 'A',CN:BBO,12/9/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Banbao 'A'
BAOCHENG INVESTMENT A',CN:SJG,3/15/1996,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Baocheng Investment a'
BAOJI TITANIUM IND.'A',CN:BTC,4/12/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Baoji Titanium Industry 'A'
BAOSHENG SCI. AND TECH. INNOVATION 'A',CN:BNG,8/2/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Baosheng Science and Technology Innovation 'A'
BAOTOU BEIFANG CHUANGYE 'A',CN:BAA,5/18/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Baotou Beifang Chuangye 'A'
BAOTOU HUAZI INDL. 'A',CN:BAU,12/10/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Baotou Huazi Industrial 'A'
BEFAR GROUP 'A',CN:BGR,2/23/2010,6Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Befar Group 'A'
BEIBU GULF TOURISM 'A',CN:BGU,3/26/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beibu Gulf Tourism 'A'
BEIHAI GOFAR MARINE OLOGICAL IND.'A',CN:BGF,1/14/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beihai Gofar Marine Ological Industry 'A'
BEIJING AEROS.CHANGFENG 'A',CN:BLB,4/25/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Aerospace Changfeng 'A'
BEIJING BASHI MEDIA 'A',CN:BBC,2/16/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Bashi Media 'A'
BEIJING CAP.RTLG.GP.'A',CN:BEX,7/16/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Capital RTLG Group 'A'
BEIJING DYNAMIC POWER CO. 'A',CN:BJN,4/1/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Dynamic Power Company 'A'
BEIJING ELECTRONIC ZONE INV.& DEV.'A',CN:BTL,5/24/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Electronic Zone Investment and Development 'A'
BEIJING GEOENVIRON E&T. 'A',CN:BEN,12/29/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Geoenviron E&T 'A'
BEIJING HAOHUA EN.RSO. 'A',CN:BHO,3/31/2010,6Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Haohua Energy Resource 'A'
BEIJING SANYUAN FOODS 'A',CN:BSF,9/15/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Sanyuan Foods 'A'
BEIJING SIFANG ATMTN.'A',CN:AUA,12/31/2010,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Sifang Automation 'A'
BEIJING TEAMSUN TECH. 'A',CN:BTT,4/27/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Teamsun Technology 'A'
BEIJING VANTONE RLST. 'A',CN:BPF,9/22/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Vantone Real Estate 'A'
BEIJING WANGFUJING DEPT. STORE (GP.) 'A',CN:BWJ,5/6/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Wangfujing Department Store (Group) 'A'
BESTTONE HOLDING 'A',CN:SGI,4/7/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Besttone Holding 'A'
BLACK PEONY (GP.) 'A',CN:BPC,6/18/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Black Peony (Group) 'A'
BOMIN ELECTRONICS 'A',CN:BML,12/9/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Bomin Electronics 'A'
BRIGHT OCEANS INTER TELECOM 'A',CN:BOT,7/20/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Bright Oceans Inter Telecom 'A'
BROS EASTERN 'A',CN:BRS,6/12/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Brothers Eastern 'A'
CEC CORECAST 'A',CN:GST,11/4/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,CEC Corecast 'A'
CHANGBAI MNT.TSM.'A',CN:CMO,8/22/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changbai Mountain Tourism 'A'
CHANGJIANG & JINGGONG STEEL BLDG.(GP.) 'A',CN:ACA,6/5/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changjiang and Jinggong Steel Building (Group) 'A'
CHANGJIANG PAM.'A',CN:SWO,10/3/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changjiang PAM 'A'
CHANGSHU FENGFAN PEQ.'A',CN:FPE,1/18/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changshu Fengfan Power Equipment 'A'
CHANGZHENG ENGR.'A',CN:CZG,1/28/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changzheng Engineering 'A'
CHANGZHOU XINGYU AUTV. LTG.'A',CN:CXA,2/1/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changzhou Xingyu Automotive Lighting 'A'
CHENGDU B-RAY MEDIA 'A',CN:SIL,11/15/1995,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chengdu B-Ray Media 'A'
CHENGDU QIANFENG ELTN. 'A',CN:CGQ,8/16/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chengdu Qianfeng Electronics 'A'
CHENGTUN MINING GP.'A',CN:XLZ,5/31/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chengtun Mining Group 'A'
CHGC.FAWAY AUTMB.COMPNS. 'A',CN:CHF,8/26/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Changchun Faway Automobile Components 'A'
CHINA ANM.HUSBANDRY IND. 'A',CN:CHU,1/7/1999,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Animal Husbandry Industry 'A'
CHINA AUTOMOTIVE ENGINEERING RESEARCH 'A',CN:SWQ,6/11/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Automotive Engineering Research 'A'
CHINA ENTERPRISE 'A',CN:CES,9/24/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Enterprise 'A'
CHINA HI-TECH GROUP 'A',CN:CHH,7/26/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Hi-Tech Group 'A'
CHINA RAILWAY TIELONG CONTAINER LOGISTIC 'A',CN:DTI,5/11/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Railway Tielong Container Logistic 'A'
CHINA RESOURCES WANDONG MEDICAL EQUIPMENT 'A',CN:BEW,5/19/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Resources Wandong Medical Equipment 'A'
CHINA SHIP.HAISHENG 'A',CN:HAN,5/3/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Shipping Haisheng 'A'
CHINA TV.MDA.'A',CN:WCF,6/16/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Television Media 'A'
CHINA WAFER LEVEL CSP 'A',CN:CWL,2/10/2014,2Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Wafer Level CSP 'A'
CHINA-KINWA HI.TECH.'A',CN:CCH,10/7/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China-Kinwa High Technology 'A'
CHONGQING BREW.'A',CN:CBR,10/30/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Brewery 'A'
CHONGQING CHUANYI ATMTN. 'A',CN:QAU,8/5/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Chuanyi Automation 'A'
CHONGQING DEPT.STORE 'A',CN:CHD,7/2/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Department Store 'A'
CHONGQING FULING ELEC. PWR.INDL.'A',CN:CFE,3/3/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Fuling Electric Power Industrial 'A'
CHONGQING GANGJIU 'A',CN:CGU,7/31/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Gangjiu 'A'
CHONGQING ROAD &.BDG.'A',CN:CHW,6/18/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Road and Bridge 'A'
CHONGQING TAIJI IND. (GP.) 'A',CN:CHT,11/18/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Taiji Industry (Group) 'A'
CHONGQING THREE GORGES WT.CNVCY.& ELEC.PWR. 'A',CN:CQA,8/4/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Three Gorges Water Conservancy and Electric Power 'A'
CHUNGHSIN TECH.GP.'A',CN:CTG,12/22/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chunghsin Technology Group 'A'
CINDA REAL ESTATE 'A',CN:BTQ,5/24/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Cinda Real Estate 'A'
CITIC GUOAN WINE 'A',CN:SUN,7/11/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Citic Guoan Wine 'A'
CITYCHAMP DARTONG 'A',CN:FUZ,5/8/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Citychamp Dartong 'A'
CPI YUANDA ENP.GP.'A',CN:CJE,11/1/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,CPI Yuanda Environmental Protection Group 'A'
CRED HOLDING 'A',CN:CNN,3/18/1996,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Cred Holding 'A'
CSSC STEEL STRUCTURE ENGINEERING 'A',CN:JHI,6/3/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,CSSC Steel Structure Engineering 'A'
CTS INTL.LOGISTICS 'A',CN:CIL,5/29/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,CTS International Logistics 'A'
DAHENG NEW EPOCH TECH. 'A',CN:DHT,11/29/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Daheng New Epoch Technology 'A'
DALIAN DAXIAN ENTS.HDG. 'A',CN:DAX,9/16/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Dalian Daxian Enterprises Holdings 'A'
DASHANG 'A',CN:DDS,11/22/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Dashang 'A'
DONGFENG ELT.TECH.'A',CN:DME,7/3/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Dongfeng Electronic Technology 'A'
DUZHE PAM.'A',CN:DZP,12/10/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Duzhe PAM 'A'
EAST CHINA CON.GP.'A',CN:SLN,2/9/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,East China Construction Group 'A'
EASTERN COMMS. 'A',CN:EST,11/26/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Eastern Communications 'A'
EGING PHTOC.TECH.'A',CN:ZHF,1/23/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Eging Photovoltaic Technology 'A'
FANGDA SPECIAL STL.TECH. 'A',CN:JCS,9/30/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fangda Special Steel Technology 'A'
FOUNDER TECH.GP. 'A',CN:SYI,1/2/1991,25Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Founder Technology Group 'A'
FUJIAN DONGBAI (GP.) 'A',CN:FDD,11/22/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fujian Dongbai (Group) 'A'
FUJIAN EXPRESSWAY DEV. 'A',CN:FEX,2/9/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fujian Expressway Development 'A'
FUJIAN LONGMA ENV.SNTN. EQU.'A',CN:LEU,1/26/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fujian Longma Environmental SNTN Equipment 'A'
FUJIAN QINGSHAN PAPER 'A',CN:FQP,7/3/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fujian Qingshan Paper 'A'
FUJIAN TORCH ETRN.TECH. 'A',CN:TET,1/26/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fujian Torch Electron Technology 'A'
FUSHUN SPECIAL STEEL 'A',CN:FSS,12/29/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fushun Special Steel 'A'
GANSU QILIANSHAN CMT.GP. 'A',CN:GNS,7/16/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Gansu Qilianshan Cement Group 'A'
GANSU YASHENG INDL.GP. 'A',CN:YAS,8/18/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Gansu Yasheng Industrial Group 'A'
GEM-YEAR INDUSTRIAL 'A',CN:GMY,1/26/2007,9Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Gem-Year Industrial 'A'
GRANDBLUE ENVM.'A',CN:NHD,12/26/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Grandblue Environment 'A'
GREE REAL ESTATE 'A',CN:XSM,6/11/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Gree Real Estate 'A'
GRINM ADVD.MATS.'A',CN:GRN,3/19/1999,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Grinm Advanced Materials 'A'
GUANG XI GUI DONG 'A',CN:GGX,2/28/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guang XI Gui Dong 'A'
GUANGDONG MEIYAN JIXIANG HYPW.'A',CN:KGD,9/12/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangdong Meiyan Jixiang Hydropower 'A'
GUANGDONG RONGTAI IND. 'A',CN:GRI,6/12/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangdong Rongtai Industry 'A'
GUANGXI LIUZHOU PHARM. 'A',CN:JHG,12/4/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangxi Liuzhou Pharmaceutical 'A'
GUANGXI NANNING WTW.'A',CN:GNW,6/12/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangxi Nanning Waterworks 'A'
GUANGYUYUAN CHS.HERBAL MDCIN.'A',CN:QIT,11/5/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangyuyuan Chinese Herbal Medicine 'A'
GUILIN FUDA 'A',CN:QUI,11/27/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guilin Fuda 'A'
GUIZHOU CHITIANHUA 'A',CN:GCC,2/21/2000,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guizhou Chitianhua 'A'
GUIZHOU CZN.TIANZHENG HLDG.'A',CN:ELE,11/27/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guizhou Changzhen Tianzheng Holding 'A'
GZH.PER.RVR.IND.DEV.'A',CN:GPR,10/28/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangzhou Pearl River Industry Development 'A'
HAI NAN YEDAO (GP.) 'A',CN:HYD,1/20/2000,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hai Nan Yedao (Group) 'A'
HAINAN ISLAND CON.'A',CN:HFI,8/6/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hainan Island Construction 'A'
HANGZHOU JIEBAI GP.'A',CN:HJR,1/14/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hangzhou Jiebai Group 'A'
HANGZHOU SILAN MICROELS. 'A',CN:HSM,3/11/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hangzhou Silan Microelectronics 'A'
HARBIN GONG DA HI.TECH 'A',CN:HRG,5/29/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Harbin Gong Da High Technology 'A'
HARBIN HATOU INVESTMENT 'A',CN:KGE,8/9/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Harbin Hatou Investment 'A'
HARBIN PHARM GP.SANJING PHARM.'A',CN:HAR,2/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Harbin Pharmaceutical Group Sanjing Pharmaceutical 'A'
HARBIN VITI ELT.'A',CN:HVE,5/27/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Harbin Viti Electronic 'A'
HEBEI BAOSHUO 'A',CN:HBC,9/18/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hebei Baoshuo 'A'
HEBEI HENGSHUI LAOBAIGAN LIQUOR 'A',CN:HYI,10/29/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hebei Hengshui Laobaigan Liquor 'A'
HEFEI RONGSHIDA SANYO ELECTRIC 'A',CN:HIF,7/27/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hefei Rongshida Sanyo Electric 'A'
HEILONGJIANG INTERCHINA WT.TREAT.'A',CN:HBD,11/11/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Heilongjiang Interchina Water Treatment 'A'
HEILONGJIANG TRSP.DEV. 'A',CN:HTD,3/19/2010,6Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Heilongjiang Transportation Development 'A'
HENAN ANCAI HI-TECH 'A',CN:HEC,7/14/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Ancai Hi-Tech 'A'
HENAN LINGRUI PHARM. 'A',CN:HLP,10/18/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Lingrui Pharmaceutical 'A'
HENAN LOTUS GMT.POWDER 'A',CN:HNL,8/25/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Lotus Gourmet Powder 'A'
