,CCY,SYMBOL,WC07015
928,NA,CN:QIC,NA
929,NA,CN:QYR,NA
930,NA,CN:QHI,NA
931,NA,CN:QIN,NA
932,NA,CN:QHB,NA
933,NA,CN:WJE,NA
934,NA,CN:CLB,NA
935,NA,CN:ZZB,NA
936,NA,CN:SFJ,NA
937,NA,CN:QIO,NA
938,NA,CN:SSM,NA
939,NA,CN:SBV,NA
940,NA,CN:YQS,NA
941,NA,CN:SPL,NA
942,NA,CN:ONL,NA
943,NA,CN:SLF,NA
944,NA,CN:SST,NA
945,NA,CN:SFF,NA
946,NA,CN:SGB,NA
947,NA,CN:SPI,NA
948,NA,CN:HUP,NA
949,NA,CN:SJQ,NA
950,NA,CN:JTG,NA
951,NA,CN:SLB,NA
952,NA,CN:SPG,NA
953,NA,8722AF,NA
954,NA,CN:BTH,NA
955,NA,CN:SFH,NA
956,NA,CN:GOL,NA
957,NA,CN:SDG,NA
958,NA,CN:SLM,NA
959,NA,CN:SFP,NA
960,NA,CN:HHE,NA
961,NA,CN:SKK,NA
962,NA,CN:LMM,NA
963,NA,CN:SAU,NA
964,NA,CN:LAM,NA
965,NA,CN:SLX,NA
966,NA,CN:SGM,NA
967,NA,CN:SCR,NA
968,NA,CN:SPB,NA
969,NA,CN:XDD,NA
970,NA,CN:TZD,NA
971,NA,CN:POR,NA
972,NA,CN:XLP,NA
973,NA,CN:SYC,NA
974,NA,CN:NXU,NA
975,NA,CN:AHX,NA
976,NA,CN:SXC,NA
977,NA,CN:SXL,NA
978,NA,CN:KMC,NA
979,NA,CN:HSI,NA
980,NA,CN:SCM,NA
981,NA,CN:JAT,NA
982,NA,8722AD,NA
983,NA,9273MU,NA
984,NA,8722AM,NA
985,NA,CN:EMT,NA
986,NA,CN:AAA,NA
987,NA,CN:SPP,NA
988,NA,CN:SME,NA
989,NA,CN:SMR,NA
990,NA,CN:CBE,NA
991,NA,CN:STS,NA
992,NA,CN:DFE,NA
993,NA,CN:SXP,NA
994,NA,CN:YGC,NA
995,NA,CN:SPM,NA
996,NA,CN:QJC,NA
997,NA,CN:KGB,NA
998,NA,CN:NCH,NA
999,NA,CN:HSS,NA
1000,NA,CN:KBD,NA
1001,NA,CN:SYG,NA
1002,NA,CN:TEN,NA
1003,NA,CN:TCI,NA
1004,NA,CN:TLH,NA
1005,NA,CN:SSS,NA
1006,NA,CN:TCG,NA
1007,NA,CN:TGM,NA
1008,NA,CN:TTH,NA
1009,NA,CN:TIA,NA
1010,NA,CN:TQB,NA
1011,NA,CN:TTY,NA
1012,NA,CN:THM,NA
1013,NA,CN:TIB,NA
1014,NA,CN:TSJ,NA
1015,NA,CN:TON,NA
1016,NA,CN:KJJ,NA
1017,NA,CN:RIE,NA
1018,NA,CN:WFY,NA
1019,NA,CN:WEM,NA
1020,NA,CN:YSH,NA
1021,NA,CN:TAL,NA
1022,NA,CN:WHA,NA
1023,NA,CN:WCM,NA
1024,NA,CN:WUH,NA
1025,NA,CN:WYC,NA
1026,NA,CN:WXC,NA
1027,NA,CN:WHB,NA
1028,NA,CN:SLH,NA
1029,NA,CN:XTP,NA
1030,NA,CN:XJI,NA
1031,NA,CN:SXE,NA
1032,NA,8722AU,NA
1033,NA,CN:KGG,NA
1034,NA,CN:CHN,NA
1035,NA,CN:XHC,NA
1036,NA,CN:XSS,NA
1037,NA,CN:XIS,NA
1038,NA,CN:XIJ,NA
1039,NA,CN:XJC,NA
1040,NA,CN:XKP,NA
1041,NA,CN:XSA,NA
1042,NA,CN:XTA,NA
1043,NA,CN:XIG,NA
1044,NA,CN:XTC,NA
1045,NA,CN:CQQ,NA
1046,NA,CN:WUL,NA
1047,NA,CN:XDT,NA
1048,NA,CN:YSX,NA
1049,NA,CN:YYX,NA
1050,NA,CN:YNT,NA
1051,NA,CN:YMR,NA
1052,NA,CN:YIB,NA
1053,NA,CN:YRI,NA
1054,NA,CN:YBC,NA
1055,NA,CN:YJF,NA
1056,NA,CN:YHG,NA
1057,NA,CN:YWE,NA
1058,NA,CN:YAN,NA
1059,NA,CN:ZJD,NA
1060,NA,CN:ZXC,NA
1061,NA,CN:CPR,NA
1062,NA,CN:DEH,NA
1063,NA,CN:ZFA,NA
1064,NA,CN:ZGC,NA
1065,NA,CN:ZGE,NA
1066,NA,CN:ZJG,NA
1067,NA,CN:NEJ,NA
1068,NA,CN:ZOG,NA
1069,NA,CN:ZBI,NA
1070,NA,CN:YPH,NA
1071,NA,CN:ZRT,NA
1072,NA,CN:ZTO,NA
1073,NA,CN:UEF,NA
1074,NA,CN:WQF,NA
1075,NA,CN:ZXT,NA
1076,NA,CN:ZZC,NA
1077,NA,CN:GGH,NA
1078,NA,CN:DHA,NA
1079,NA,CN:ZAR,NA
1080,NA,CN:ZPC,NA
1081,NA,CN:ZQP,NA
1082,NA,8722AK,NA
1083,NA,CN:BBM,NA
1084,NA,CN:BJG,NA
1085,NA,CN:CCC,NA
1086,NA,CN:CON,NA
1087,NA,CN:MLY,NA
1088,NA,CN:CIR,NA
1089,NA,CN:PDA,NA
1090,NA,CN:DAT,NA
1091,NA,CN:FIR,NA
1092,NA,CN:GWM,NA
1093,NA,CN:GRA,NA
1094,NA,CN:GAU,NA
1095,NA,CN:HIP,NA
1096,NA,CN:PNS,NA
1097,NA,CN:SEX,NA
1098,NA,140911,NA
1099,NA,CN:ACG,2004-09-15 00:00:00
1100,NA,CN:ACM,NA
1101,NA,CN:BAC,2007-12-26 00:00:00
1102,NA,CN:NEH,2004-09-22 00:00:00
1103,NA,CN:CXV,2010-01-05 00:00:00
1104,NA,CN:CNR,2015-05-21 00:00:00
1105,NA,CN:CKG,2015-05-26 00:00:00
1106,NA,CN:CSI,2005-09-16 00:00:00
1107,NA,CN:DAL,2004-09-15 00:00:00
1108,NA,CN:DLP,2007-12-13 00:00:00
1109,NA,CN:DBO,2008-02-19 00:00:00
1110,NA,CN:FUJ,2006-03-23 00:00:00
1111,NA,CN:HCM,2012-03-20 00:00:00
1112,NA,CN:SIC,2005-08-05 00:00:00
1113,NA,CN:HAC,2005-09-22 00:00:00
1114,NA,CN:HIS,2010-01-05 00:00:00
1115,NA,CN:HTA,2011-02-18 00:00:00
1116,NA,CN:HAH,2005-12-31 00:00:00
1117,NA,CN:HNP,2013-07-15 00:00:00
1118,NA,CN:SYL,NA
1119,NA,CN:NGC,2007-05-28 00:00:00
1120,NA,CN:HNN,2009-03-02 00:00:00
1121,NA,CN:YST,2007-06-04 00:00:00
1122,NA,CN:LAI,2012-02-28 00:00:00
1123,NA,CN:LZA,2007-04-30 00:00:00
1124,NA,CN:NWT,2014-06-05 00:00:00
1125,NA,CN:NEC,2010-02-26 00:00:00
1126,NA,CN:PET,2006-09-01 00:00:00
1127,NA,CN:CIC,NA
1128,NA,CN:SXB,2005-09-20 00:00:00
1129,NA,CN:SPA,2006-09-01 00:00:00
1130,NA,CN:ASH,2010-01-25 00:00:00
1131,NA,CN:SCJ,2003-09-22 00:00:00
1132,NA,CN:SHU,2004-11-18 00:00:00
1133,NA,CN:SUT,2010-02-12 00:00:00
1134,NA,CN:SNE,2001-04-23 00:00:00
1135,NA,CN:SOP,2015-05-21 00:00:00
1136,NA,CN:SZP,2010-02-12 00:00:00
1137,NA,CN:SAD,2007-04-30 00:00:00
1138,NA,CN:SDS,2011-08-23 00:00:00
1139,NA,27593V,NA
1140,NA,CN:SEA,2008-12-16 00:00:00
1141,NA,CN:QPC,2006-04-21 00:00:00
1142,NA,CN:DMD,2005-03-25 00:00:00
1143,NA,CN:SXD,2009-08-31 00:00:00
1144,NA,CN:XNL,2005-09-21 00:00:00
1145,NA,CN:ANX,NA
1146,NA,CN:BNS,NA
1147,NA,30165K,2004-11-18 00:00:00
1148,NA,CN:SJ@,NA
1149,NA,27593W,NA
1150,NA,CN:SJO,NA
1151,NA,CN:SZR,2006-03-24 00:00:00
1152,NA,50574T,NA
1153,NA,68677Q,NA
1154,NA,68677N,NA
1155,NA,68677M,NA
1156,NA,51064N,NA
1157,NA,54409L,NA
1158,NA,28027T,2002-10-08 00:00:00
1159,NA,31338F,NA
1160,NA,27611K,NA
1161,NA,71970M,NA
1162,NA,74903U,NA
1163,NA,8744ZN,NA
1164,NA,27612T,NA
1165,NA,30120R,NA
1166,NA,51496J,NA
1167,NA,CN:BDP,NA
1168,NA,86637L,NA
1169,NA,CN:BSG,NA
1170,NA,27611F,NA
1171,NA,86817N,NA
1172,NA,86751V,2016-04-11 00:00:00
1173,NA,27612V,NA
1174,NA,86815H,NA
1175,NA,27612C,NA
1176,NA,67437L,NA
1177,NA,69745K,NA
1178,NA,67770H,2011-08-19 00:00:00
1179,NA,CN:CPU,NA
1180,NA,50920W,NA
1181,NA,775974,NA
1182,NA,CN:CEN,NA
1183,NA,9222Z1,NA
1184,NA,50575E,NA
1185,NA,70806X,NA
1186,NA,CN:CIM,NA
1187,NA,86809J,NA
1188,NA,88053J,NA
1189,NA,8749Y6,2015-08-11 00:00:00
1190,NA,51496K,NA
1191,NA,88091V,NA
1192,NA,72483E,NA
1193,NA,69880N,NA
1194,NA,8871NW,NA
1195,NA,31338E,NA
1196,NA,86722E,NA
1197,NA,87071D,2011-01-19 00:00:00
1198,NA,27613K,NA
1199,NA,86967C,2011-09-16 00:00:00
1200,NA,87484R,NA
1201,NA,86751F,NA
1202,NA,86818J,NA
1203,NA,CN:CHZ,NA
1204,NA,86812U,NA
1205,NA,86751L,NA
1206,NA,87517W,NA
1207,NA,CN:CJA,NA
1208,NA,86751N,NA
1209,NA,86817X,NA
1210,NA,51496L,NA
1211,NA,68159T,2015-11-23 00:00:00
1212,NA,27612M,2014-07-11 00:00:00
1213,NA,CN:GED,NA
1214,NA,CN:GPV,NA
1215,NA,27604R,NA
1216,NA,CN:GRY,NA
1217,NA,51521M,NA
1218,NA,CN:GNU,NA
1219,NA,8749YZ,NA
1220,NA,CN:GSH,NA
1221,NA,8946Y8,NA
1222,NA,86915H,NA
1223,NA,27611X,NA
1224,NA,8744ZQ,NA
1225,NA,CN:ARB,NA
1226,NA,27610T,NA
1227,NA,CN:EIL,NA
1228,NA,27612N,NA
1229,NA,775973,NA
1230,NA,27611M,NA
1231,NA,8749Y5,NA
1232,NA,69033L,NA
1233,NA,CN:JMO,NA
1234,NA,CN:JEY,NA
1235,NA,CN:JNA,NA
1236,NA,27612E,2015-11-23 00:00:00
1237,NA,27612U,NA
1238,NA,86809K,NA
1239,NA,27565K,NA
1240,NA,CN:JAC,NA
1241,NA,72400V,NA
1242,NA,27612H,NA
1243,NA,69880Q,NA
1244,NA,CN:KNK,NA
1245,NA,86815J,NA
1246,NA,87447W,NA
1247,NA,50574V,NA
1248,NA,CN:NJI,NA
1249,NA,27609N,NA
1250,NA,27615U,NA
1251,NA,86813N,NA
1252,NA,27612Q,NA
1253,NA,86751R,NA
1254,NA,CN:QMT,NA
1255,NA,86751Q,NA
1256,NA,CN:SI@,NA
1257,NA,CN:ALK,NA
1258,NA,CN:S@F,NA
1259,NA,CN:SIU,NA
1260,NA,27612X,NA
1261,NA,CN:S@L,NA
1262,NA,CN:SL@,NA
1263,NA,CN:S@G,NA
1264,NA,27611U,NA
1265,NA,CN:S@E,NA
1266,NA,CN:SY@,NA
1267,NA,CN:ZZP,NA
1268,NA,86981F,2015-11-19 00:00:00
1269,NA,68143E,2015-11-19 00:00:00
1270,NA,27611V,NA
1271,NA,CN:SH@,NA
1272,NA,27613L,NA
1273,NA,27609R,NA
1274,NA,54409M,NA
1275,NA,27611T,NA
1276,NA,8747TX,NA
1277,NA,54267E,NA
1278,NA,CN:CT@,NA
1279,NA,CN:SJB,NA
1280,NA,27615T,NA
1281,NA,27611L,NA
1282,NA,41667T,2006-10-20 00:00:00
1283,NA,CN:SSU,2003-02-21 00:00:00
1284,NA,CN:SXG,NA
1285,NA,CN:SYN,NA
1286,NA,27612F,NA
1287,NA,CN:ZEX,NA
1288,NA,CN:EXS,NA
1289,NA,8705QA,NA
1290,NA,CN:S@Z,NA
1291,NA,CN:SBX,2009-12-04 00:00:00
1292,NA,CN:SBP,NA
1293,NA,CN:SGR,2005-09-22 00:00:00
1294,NA,CN:S@B,NA
1295,NA,27611W,NA
1296,NA,27609F,2005-05-11 00:00:00
1297,NA,93650M,NA
1298,NA,86817T,NA
1299,NA,27594C,NA
1300,NA,86751U,NA
1301,NA,28864M,NA
1302,NA,50575D,NA
1303,NA,51064M,NA
1304,NA,27612L,NA
1305,NA,CN:SV@,NA
1306,NA,51496M,NA
1307,NA,86815F,NA
1308,NA,86751D,NA
1309,NA,86817U,NA
1310,NA,27611R,NA
1311,NA,CN:TRN,NA
1312,NA,27609W,NA
1313,NA,50574X,NA
1314,NA,CN:TSN,NA
1315,NA,27597D,NA
1316,NA,86980X,NA
1317,NA,86981C,NA
1318,NA,87141X,NA
1319,NA,CN:WEI,NA
1320,NA,86815E,NA
1321,NA,27593X,NA
1322,NA,51680T,2007-12-21 00:00:00
1323,NA,51496T,NA
1324,NA,27612R,NA
1325,NA,27613H,NA
1326,NA,CN:ZEC,NA
1327,NA,27612K,2013-11-15 00:00:00
1328,NA,8708NT,2013-11-12 00:00:00
1329,NA,9512AL,NA
1330,NA,27613D,2012-02-14 00:00:00
1331,NA,86751P,NA
