,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
808,CH,50842C,SHG,051,CH,@:@8Z3,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE100000627,P,CH601009,CN:BNN,BANK OF NANJING 'A',B232ZB2,50842C,EQ
809,CH,77139J,SHG,051,CH,@:@VNC,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE1000013F2,P,CH601010,CN:WGW,WENFENG GT.WLD.CHN.DEV. 'A',B46DN67,77139J,EQ
810,CH,74938W,SHG,051,CH,@:@RDZ,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE100001112,P,CH601011,CN:QBC,QITAIHE BAOTAILONG COAL & COAL CHEMS.'A',B45N0B2,74938W,EQ
811,CH,86968R,SHG,051,CH,@:@FFDB,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,NA,CNE100001FR6,P,CH601012,CN:XLS,XI'AN LONGI SCN.MATS.'A',B759P50,86968R,EQ
812,CH,9146MN,SHG,051,CH,@:@00BC,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE100001VV5,P,CH601015,CN:WER,SHAANXI HEIMAO COKING 'A',BRK9WL0,9146MN,EQ
813,CH,9065GR,SHG,051,CH,@:@6010,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,NA,CNE100001T15,P,CH601016,CN:CEW,CECEP WIND POWER 'A',BQ4FGX7,9065GR,EQ
814,CH,70039P,SHG,051,CH,@:@NJU,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE100000V12,P,CH601018,CN:NGP,NINGBO PORT 'A',B3QMQ68,70039P,EQ
815,CH,9232NV,SHG,051,CH,@:@00EU,AIRLN,129,Airlines,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,AIRLNCH,CNE100001V45,P,CH601021,CN:SRL,SPRING AIRLINES 'A',BTG8044,9232NV,EQ
816,CH,77834N,SHG,051,CH,@:@ABBA,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE100001914,P,CH601028,CN:JYS,JIANGSU YULONG STL.PIPE 'A',B5VWTF7,77834N,EQ
817,CH,27618L,SHG,051,CH,@:@AAOC,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE100001JN7,P,CH601038,CN:FIR,FIRST TRACTOR 'A',B89ZC61,27618L,EQ
818,CH,77262J,SHG,051,CH,@:@WNB,TYRES,053,Tires,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE1000015F7,P,CH601058,CN:LUN,SAILUN GROUP 'A',B3Q73G2,77262J,EQ
819,CH,9272W2,SHG,051,CH,@:@00FQ,GOLDS,119,Gold Mining,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,GOLDSCH,CNE100001VP7,P,CH601069,CN:WRG,WESTERN REGN.GD.'A',BV86R27,9272W2,EQ
820,CH,51089N,SHG,051,CH,@:@57O,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE100000767,P,CH601088,CN:CSE,CHINA SHENHUA EN.'A',B281JM3,51089N,EQ
821,CH,70772P,SHG,051,CH,@:@O65,PUBLS,084,Publishing,TOTMKCA,NA,NA,CHSASHR,NA,CNE100000W03,P,CH601098,CN:PNM,CHINA SOUTH PBL.& MDA. GP.'A',B4N0576,70772P,EQ
822,CH,51482J,SHG,051,CH,@:@074,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE1000008V9,P,CH601099,CN:PSC,PACIFIC SECURITIES 'A',B2NBQM7,51482J,EQ
823,CH,77807D,SHG,051,CH,@:@ACBC,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE1000019R4,P,CH601100,CN:HOY,JIANGSU HENGLI HIP.OIL CYLD.'A',B4PT3T9,77807D,EQ
824,CH,68984E,SHG,051,CH,@:@EY5,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE100000N12,P,CH601101,CN:BHO,BEIJING HAOHUA EN.RSO. 'A',B3SDKF6,68984E,EQ
825,CH,68676E,SHG,051,CH,@:@9HX,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100000L48,P,CH601106,CN:CFH,CHINA FIRST HVY.IND.'A',B60B6Z1,68676E,EQ
826,CH,67708N,SHG,051,CH,@:@6EB,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE100000F38,P,CH601107,CN:SEX,SICHUAN EXPRESSWAY 'A',B3N6W32,67708N,EQ
827,CH,31338H,SHG,051,CH,@:@5QB,AIRLN,129,Airlines,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,AIRLNCH,CNE000001NN0,P,CH601111,CN:AIR,AIR CHINA LIMITED 'A',B1B8WM5,31338H,EQ
828,CH,75811F,SHG,051,CH,@:@V8,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE1000012S7,P,CH601113,CN:YHN,YIWU HUADING NYLON 'A',B4MKZ77,75811F,EQ
829,CH,74912D,SHG,051,CH,@:@RBM,FDRET,088,"Food Retail,Wholesale",TOTMKCA,RTAILCH,FDRGRCH,CHSASHR,FDRETCH,CNE1000010L6,P,CH601116,CN:CLB,SANJIANG SHOPPING CLUB 'A',B3VX1F0,74912D,EQ
830,CH,68561P,SHG,051,CH,@:@8PZ,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE100000KC0,P,CH601117,CN:NAE,CHINA NAT.CHM.ENGR.'A',B58R0Z2,68561P,EQ
831,CH,74033P,SHG,051,CH,@:@PYE,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE100000YM0,P,CH601118,CN:RUB,CHINA HAINAN RUBBER IND. GP.'A',B50Z5R1,74033P,EQ
832,CH,74033U,SHG,051,CH,@:@PJR,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE100000YL2,P,CH601126,CN:AUA,BEIJING SIFANG ATMTN.'A',B54D7N1,74033U,EQ
833,CH,74138U,SHG,051,CH,@:@QNH,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE100000ZK1,P,CH601137,CN:ALY,NINGBO BOWAY ALYMT.'A',B3TDP83,74138U,EQ
834,CH,68484F,SHG,051,CH,@:@8HH,GASDS,031,Gas Distribution,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE100000JM1,P,CH601139,CN:SZX,SHENZHEN GAS 'A',B4ZV210,68484F,EQ
835,CH,8792Q0,SHG,051,CH,@:@00Z4,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,NA,P,CH601155,CN:FLH,XINCHENG HLDG.GP.'A',BYWKWP4,8792Q0,EQ
836,CH,68938V,SHG,051,CH,@:@EA6,WATER,144,Water,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE100000MT0,P,CH601158,CN:CWG,CHONGQING WATER GP.'A',B68W4B8,68938V,EQ
837,CH,41693H,SHG,051,CH,@:@ZDN,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE000001QZ7,P,CH601166,CN:IBC,INDUSTRIAL BANK 'A',B1P13B6,41693H,EQ
838,CH,50720P,SHG,051,CH,@:@8V2,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE100000619,P,CH601168,CN:WEM,WESTERN MINING 'A' SUSP - SUSP.01/02/16,B1Z6XM2,50720P,EQ
839,CH,51037V,SHG,051,CH,@:@5K6,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE100000734,P,CH601169,CN:BKB,BANK OF BEIJING 'A',B249NZ2,51037V,EQ
840,CH,70110X,SHG,051,CH,@:@NPI,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100000V87,P,CH601177,CN:ADV,HANGZHOU ADV.GEARBOX GP. 'A',B673DL5,70110X,EQ
841,CH,68637K,SHG,051,CH,@:@94T,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE100000KW8,P,CH601179,CN:CXF,CHINA XD ELECTRIC 'A',B5KRLQ8,68637K,EQ
842,CH,51650M,SHG,051,CH,@:@4M5,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE1000009T1,P,CH601186,CN:CRC,CHINA RAILWAY CON.'A',B2PPPG4,51650M,EQ
843,CH,69025Q,SHG,051,CH,@:@7W2,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE100000MF9,P,CH601188,CN:HTD,HEILONGJIANG TRSP.DEV. 'A',B4T2XR2,69025Q,EQ
844,CH,9307JZ,SHG,051,CH,@:@6011,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE100002177,P,CH601198,CN:DXS,DONGXING SECS.'A',BVV6QH2,9307JZ,EQ
845,CH,75471W,SHG,051,CH,@:@RMK,WATER,144,Water,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE100001161,P,CH601199,CN:JJW,JIANGSU JIANGNAN WATER 'A',B6474T5,75471W,EQ
846,CH,75893U,SHG,051,CH,@:@V4B,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE1000013T3,P,CH601208,CN:EMT,SICHUAN EM TECH.'A',B3Y6899,75893U,EQ
847,CH,9661YK,SHG,051,CH,@:@00OU,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE1000022F3,P,CH601211,CN:GJS,GUOTAI JUNAN SECS.'A',BZ0HMX2,9661YK,EQ
848,CH,74509H,SHG,051,CH,@:@QZF,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE1000010F8,P,CH601216,CN:ENC,INMONG.JUZHG.E&C.GP.'A',B4THGF6,74509H,EQ
849,CH,75811H,SHG,051,CH,@:@V9,RENEE,074,Renewable Energy Eq.,TOTMKCA,OILGSCH,ALTENCH,CHSASHR,RENEECH,CNE1000012R9,P,CH601218,CN:JXN,JIANGSU SINOJIT WIND EN. TECH.'A',B4PF9H7,75811H,EQ
850,CH,77443N,SHG,051,CH,@:@YEK,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE1000015X0,P,CH601222,CN:JLE,JIANGSU LINYANG ELTN.'A',B3XMS65,77443N,EQ
851,CH,8699XQ,SHG,051,CH,@:@XNCC,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE100001T64,P,CH601225,CN:XNC,SHAANXI COAL IND.'A',BJ3WDM8,8699XQ,EQ
852,CH,91814T,SHG,051,CH,@:@00CW,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100001W10,P,CH601226,CN:KJH,HUADIAN HEAVY INDS.'A',BSNHK69,91814T,EQ
853,CH,86735H,SHG,051,CH,@:@FAAB,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE100001BZ8,P,CH601231,CN:USI,UNIVERSAL SCIEN.INDL.'A',B42PTL4,86735H,EQ
854,CH,75848F,SHG,051,CH,@:@V3,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE1000012X7,P,CH601233,CN:TKN,TONGKUN GROUP 'A',B5MK3F8,75848F,EQ
855,CH,77620Q,SHG,051,CH,@:@6012,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE100001NQ2,P,CH601238,CN:GAU,GUANGZHOU AUTOMOBILE GP. 'A',B7TC005,77620Q,EQ
856,CH,75709N,SHG,051,CH,@:@USR,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE1000012K4,P,CH601258,CN:PDT,POWER DIVERSITY AUTMB. TRD.'A',B67ZJ91,75709N,EQ
857,CH,69643W,SHG,051,CH,@:@JV4,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE100000RJ0,P,CH601288,CN:ABC,AGRICULTURAL BANK OF CHINA 'A',B620Y41,69643W,EQ
858,CH,77139K,SHG,051,CH,@:@VN5,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE1000013D7,P,CH601311,CN:CGR,CAMEL GROUP 'A',B3X5JR2,77139K,EQ
859,CH,86598K,SHG,051,CH,@:@EACA,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100001B80,P,CH601313,CN:QJC,SJEC 'A',B7000R5,86598K,EQ
860,CH,412681,SHG,051,CH,@:@VMU,LFINS,106,Life Insurance,TOTMKCA,INSURCH,LFINSCH,CHSASHR,LFINSCH,CNE000001R84,P,CH601318,CN:PNS,PING AN INSURANCE (GP.) CO. OF CHINA 'A',B1SVWB6,412681,EQ
861,CH,50442K,SHG,051,CH,@:@OFJ,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE1000000S2,P,CH601328,CN:BOC,BANK OF COMMS.'A',B1W9Z06,50442K,EQ
862,CH,41533K,SHG,051,CH,@:@YQQ,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE000001Q44,P,CH601333,CN:GRA,GUANGSHEN RAILWAY 'A',B1L37D6,41533K,EQ
863,CH,77967D,SHG,051,CH,@:@BDCA,LFINS,106,Life Insurance,TOTMKCA,INSURCH,LFINSCH,CHSASHR,LFINSCH,CNE1000019Y0,P,CH601336,CN:NLI,NEW CHINA LIFE IN.'A',B75FVJ4,77967D,EQ
864,CH,87165E,SHG,051,CH,@:@AAKU,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE100001FV8,P,CH601339,CN:BRS,BROS EASTERN 'A',B7Z3WX9,87165E,EQ
865,CH,95315N,SHG,051,CH,@:@6013,WATER,144,Water,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE100002250,P,CH601368,CN:GNW,GUANGXI NANNING WTW.'A',BYL7762,95315N,EQ
866,CH,69118F,SHG,051,CH,@:@GT0,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100000QS3,P,CH601369,CN:XSP,XIAN SHAANGU POWER 'A',B5KM9Y7,69118F,EQ
867,CH,70136F,SHG,051,CH,@:@NQJ,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE100000V95,P,CH601377,CN:IND,INDUSTRIAL SECS.'A',B684TD1,70136F,EQ
868,CH,86986M,SHG,051,CH,@:@AAHX,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,ALUMNCH,CNE100001D39,P,CH601388,CN:YMR,YECHIU MTL.RCYC.(CHINA) 'A',B7ZWPW6,86986M,EQ
869,CH,51279M,SHG,051,CH,@:@32H,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE100000866,P,CH601390,CN:CRG,CHINA RAILWAY GROUP 'A',B292YZ3,51279M,EQ
870,CH,41239N,SHG,051,CH,@:@6QJ,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE000001P37,P,CH601398,CN:ITL,INDUSTRIAL & COML.BK.OF CHINA 'A',B1G2JY3,41239N,EQ
871,CH,86739R,SHG,051,CH,@:@FBAD,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHSASHR,CONPKCH,CNE100001C06,P,CH601515,CN:PRN,SHANTOU DONGFENG PRINT. 'A',B7N9CM8,86739R,EQ
872,CH,69025R,SHG,051,CH,@:@NQM,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE100000MG7,P,CH601518,CN:JNE,JILIN EXPRESSWAY 'A',B4Y8GX2,69025R,EQ
873,CH,74138V,SHG,051,CH,@:@QNO,PUBLS,084,Publishing,TOTMKCA,NA,NA,CHSASHR,NA,CNE100000ZL9,P,CH601519,CN:GTW,SHANGHAI DZH 'A',B3XSCZ0,74138V,EQ
874,CH,779768,SHG,051,CH,@:@BBDA,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE1000019P8,P,CH601555,CN:SOO,SOOCHOW SECURITES 'A',B7D5Y75,779768,EQ
875,CH,74082D,SHG,051,CH,@:@PY4,RENEE,074,Renewable Energy Eq.,TOTMKCA,OILGSCH,ALTENCH,CHSASHR,RENEECH,CNE100000YW9,P,CH601558,CN:OVA,SINOVEL WIND GROUP 'A',B65CDM5,74082D,EQ
876,CH,75988H,SHG,051,CH,@:@VHU,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE1000013C9,P,CH601566,CN:JOE,JOEONE 'A',B4JQWQ6,75988H,EQ
877,CH,77164T,SHG,051,CH,@:@VVX,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE100001567,P,CH601567,CN:NNB,NINGBO SANXING ELEC.'A',B3Q1698,77164T,EQ
878,CH,8947D5,SHG,051,CH,@:@6015,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE100001SZ2,P,CH601579,CN:SRW,KUAIJISHAN SHAOXING RICE WINE 'A',BP829R2,8947D5,EQ
879,CH,411982,SHG,051,CH,@:@6OY,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000001NZ4,P,CH601588,CN:BJG,BEIJING NORTH STAR 'A',B1FD8D9,411982,EQ
880,CH,75988J,SHG,051,CH,@:@VJG,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE1000013Z0,P,CH601599,CN:LUG,JIANGSU LUGANG SCTC.'A',B4PGMY8,75988J,EQ
881,CH,50480Q,SHG,051,CH,@:@67Y,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,ALUMNCH,CNE1000000T0,P,CH601600,CN:ACR,ALUMINUM CORP.OF CHINA 'A',B1WLHY0,50480Q,EQ
882,CH,51389H,SHG,051,CH,@:@8BH,LFINS,106,Life Insurance,TOTMKCA,INSURCH,LFINSCH,CHSASHR,LFINSCH,CNE1000008M8,P,CH601601,CN:CNP,CHINA PAC.IN.(GROUP) 'A',B29WFR2,51389H,EQ
883,CH,143865,SHG,051,CH,@:@ERZ,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000C82,P,CH601607,CN:SPS,SHANGHAI PHARM HDG.'A',6783941,143865,EQ
884,CH,87250R,SHG,051,CH,@:@AALG,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100001SX7,P,CH601608,CN:DQQ,CITIC HEAVY INDUSTRIES 'A',B4JQJR6,87250R,EQ
885,CH,74182N,SHG,051,CH,@:@QUK,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE100000ZR6,P,CH601616,CN:KIA,SHANGHAI GUANGDIAN ELEC. GP.'A',B3KDTW4,74182N,EQ
886,CH,67937N,SHG,051,CH,@:@6T,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE100000FX6,P,CH601618,CN:MCC,METALLURG.CORP.OF CHINA 'A',B4KPYX3,67937N,EQ
887,CH,41533M,SHG,051,CH,@:@XQO,LFINS,106,Life Insurance,TOTMKCA,INSURCH,LFINSCH,CHSASHR,LFINSCH,CNE000001Q93,P,CH601628,CN:CLF,CHINA LIFE INSURANCE 'A',B1LBS82,41533M,EQ
888,CH,77605D,SHG,051,CH,@:@7XU,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE1000018V8,P,CH601633,CN:GWM,GREAT WALL MOTOR 'A',B3WXMX4,77605D,EQ
889,CH,77448X,SHG,051,CH,@:@YFJ,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE100001666,P,CH601636,CN:ZKG,ZHUZHOU KIBING GROUP 'A',B5KYFD4,77448X,EQ
890,CH,41331P,SHG,051,CH,@:@VYO,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000001PH7,P,CH601666,CN:PIN,PINGDINGSHAN TIANAN COAL MNG. 'A',B1GGYL7,41331P,EQ
891,CH,67747V,SHG,051,CH,@:@6EZ,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE100000F46,P,CH601668,CN:CER,CHINA STATE CON.ENGR.'A',B3Y6LV2,67747V,EQ
892,CH,77683U,SHG,051,CH,@:@7V2,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE1000017G1,P,CH601669,CN:YDR,CHINA ELEC.PWR.CON.'A',B4TH690,77683U,EQ
893,CH,775944,SHG,051,CH,@:@YWO,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE100001765,P,CH601677,CN:HMA,HENAN MINGTAI AL INDL. 'A',B40NSB3,775944,EQ
894,CH,68705Q,SHG,051,CH,@:@AY,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE100000L97,P,CH601678,CN:BGR,BEFAR GROUP 'A',B601MS6,68705Q,EQ
895,CH,68723W,SHG,051,CH,@:@D3O,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE100000LQ8,P,CH601688,CN:SRX,HUATAI SECURITIES 'A',B61VK25,68723W,EQ
896,CH,9365VD,SHG,051,CH,@:@6016,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE1000023J3,P,CH601689,CN:NTG,NINGBO TUOPU GP.'A' SUSP - SUSP.28/03/16,BW9LDX1,9365VD,EQ
897,CH,41154L,SHG,051,CH,@:@8QI,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000001NT7,P,CH601699,CN:SXL,SHANXI LU'AN ENV.EN.DEV. 'A',B1CWSY0,41154L,EQ
898,CH,74085F,SHG,051,CH,@:@Q9,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE100000Z83,P,CH601700,CN:FPE,CHANGSHU FENGFAN PEQ.'A' SUSP - SUSP.18/01/16,B68FL27,74085F,EQ
899,CH,69764V,SHG,051,CH,@:@L67,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100000S58,P,CH601717,CN:ZCM,ZHENGZHOU COAL MNG.MCH. GP.'A',B3ZVNX2,69764V,EQ
900,CH,69846V,SHG,051,CH,@:@LY,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE100000SK6,P,CH601718,CN:JUA,JIHUA GROUP 'A',B4VDZ44,69846V,EQ
901,CH,54454R,SHG,051,CH,@:@F7KM1,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE100000D55,P,CH601727,CN:GCL,SHANGHAI ELECTRIC GP.'A',B3FJ9X8,54454R,EQ
902,CH,53807R,SHG,051,CH,@:@1Y9,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE100000CP9,P,CH601766,CN:CSL,CRRC 'A',B3CPT84,53807R,EQ
903,CH,72471K,SHG,051,CH,@:@OK0,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE100000X10,P,CH601777,CN:LFI,LIFAN INDUSTRY (GP.) 'A',B5T3Y79,72471K,EQ
904,CH,67816D,SHG,051,CH,@:@79S,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE100000FD8,P,CH601788,CN:EBS,EVERBRIGHT SECS.'A',B3WTV80,67816D,EQ
905,CH,774622,SHG,051,CH,@:@YND,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE100001674,P,CH601789,CN:NCO,NINGBO CONSTRUCTION 'A',B5B9PR2,774622,EQ
906,CH,77206X,SHG,051,CH,@:@VZF,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE1000014W5,P,CH601798,CN:LTE,LANPEC TECHNOLOGIES 'A',B589CX0,77206X,EQ
907,CH,74182P,SHG,051,CH,@:@QTJ,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE1000011H2,P,CH601799,CN:CXA,CHANGZHOU XINGYU AUTV. LTG.'A',B3WRRF3,74182P,EQ
908,CH,86787Q,SHG,051,CH,@:@AAGM,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE100001FN5,P,CH601800,CN:CCC,CHINA COMM.CON.'A',B6Y7DS7,86787Q,EQ
909,CH,68596M,SHG,051,CH,@:@8T0,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE100000KB2,P,CH601801,CN:AXM,ANHUI XINHUA MEDIA 'A',B5V3YM2,68596M,EQ
910,CH,51067T,SHG,051,CH,@:@8VA,OILSV,051,Oil Equip. & Services,TOTMKCA,OILGSCH,OILESCH,CHSASHR,OILSVCH,CNE100000759,P,CH601808,CN:COI,CHINA OILFIELD SVS.'A',B24G115,51067T,EQ
911,CH,69875R,SHG,051,CH,@:@LRV,BANKS,102,Banks,TOTMKCA,BANKSCH,BANKSCH,CHSASHR,BANKSCH,CNE100000SL4,P,CH601818,CN:CEB,CHINA EVERBRIGHT BK.'A',B53SCQ5,69875R,EQ
