,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
974,CH,72471H,SHE,051,CH,@:@OJJ,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE100000X28,P,CH002510,CN:DIE,TIANJIN MOTOR DIES 'A',B565M63,72471H,EQ
975,CH,72471J,SHE,051,CH,@:@OJH,NDRHP,062,Nondur.Household Prod,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000X36,P,CH002511,CN:CPP,C&S PAPER 'A',B589J39,72471J,EQ
976,CH,72511W,SHE,051,CH,@:@OOV,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000XN0,P,CH002512,CN:TWA,TATWAH SMARTECH 'A',B676XY7,72511W,EQ
977,CH,72511X,SHE,051,CH,@:@OQ,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000XP5,P,CH002513,CN:BIC,JIANGSU LANFENG BIOCH. 'A',B650976,72511X,EQ
978,CH,72512C,SHE,051,CH,@:@OUM,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000XQ3,P,CH002514,CN:BOA,SUZHOU BOAMAX TECHS.GP. 'A',B60FDR4,72512C,EQ
979,CH,72512D,SHE,051,CH,@:@ON6,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE100000XR1,P,CH002515,CN:HAM,JINZI HAM 'A' SUSP - SUSP.03/02/16,B6208S3,72512D,EQ
980,CH,72560D,SHE,051,CH,@:@OR,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE100000X93,P,CH002516,CN:JKA,KUANGDA TECH.GP.'A',B3XPZZ2,72560D,EQ
981,CH,72560E,SHE,051,CH,@:@OS6,FOOTW,153,Footwear,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,NA,CNE100000XB5,P,CH002517,CN:TAI,TAIYA SHOES 'A',B3QMCM6,72560E,EQ
982,CH,72560F,SHE,051,CH,@:@OQP,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000XC3,P,CH002518,CN:KST,SHENZHEN KSTAR SCTC.'A',B3S9WL4,72560F,EQ
983,CH,72560H,SHE,051,CH,@:@OQH,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000XD1,P,CH002519,CN:YIE,JIANGSU YINHE ELTN.'A',B3QP8K5,72560H,EQ
984,CH,72861M,SHE,051,CH,@:@OYB,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000XJ8,P,CH002520,CN:RIF,ZHEJIANG RIFA PRECN.MCH. 'A',B407YJ5,72861M,EQ
985,CH,72861N,SHE,051,CH,@:@OX,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHZASHR,NA,CNE100000XK6,P,CH002521,CN:QIF,QIFENG MATERIAL 'A',B46CJS8,72861N,EQ
986,CH,72861P,SHE,051,CH,@:@OWK,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,CONPKCH,CNE100000XL4,P,CH002522,CN:ZPM,ZHEJIANG ZHONGCHENG PCKG.MRA.'A',B45K712,72861P,EQ
987,CH,72861R,SHE,051,CH,@:@OY9,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE100000XM2,P,CH002523,CN:CRA,ZHUZHOU TIANQIAO CRANE 'A',B40GX40,72861R,EQ
988,CH,72913D,SHE,051,CH,@:@P08,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE100000XY7,P,CH002524,CN:GSS,GUANGZHENG GROUP 'A' SUSP - SUSP.17/03/16,B4JQTR6,72913D,EQ
989,CH,72913F,SHE,051,CH,@:@OZT,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE100000Y01,P,CH002526,CN:MMG,SHANDONG MNG.MCH.GP.'A',B4KLJT2,72913F,EQ
990,CH,72955E,SHE,051,CH,@:@PBF,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000Y43,P,CH002527,CN:ELC,SHANGHAI STEP ELECTRIC 'A',B543DH7,72955E,EQ
991,CH,72955F,SHE,051,CH,@:@PBJ,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000Y50,P,CH002528,CN:INF,SHENZHEN INFINVOA 'A',B542ZW3,72955F,EQ
992,CH,72955H,SHE,051,CH,@:@PBM,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000Y68,P,CH002529,CN:FHA,FUJIAN HAIYUAN AUTOMATIC EQPM.'A',B52STB0,72955H,EQ
993,CH,74005M,SHE,051,CH,@:@PJ,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000YG2,P,CH002530,CN:THG,JIANGSU FENGDONG THM. TECH.'A',B4W3T18,74005M,EQ
994,CH,74005N,SHE,051,CH,@:@PJ3,RENEE,074,Renewable Energy Eq.,TOTMKCA,OILGSCH,ALTENCH,CHZASHR,RENEECH,CNE100000YH0,P,CH002531,CN:TWE,TITAN WIND EN.(SUZHOU) 'A',B4LLL51,74005N,EQ
995,CH,74005P,SHE,051,CH,@:@PIW,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000YJ6,P,CH002532,CN:PMP,SHIMGE PUMP IND.GP.'A',B4Y4VY6,74005P,EQ
996,CH,74005Q,SHE,051,CH,@:@PJM,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000YK4,P,CH002533,CN:GEA,GOLDCUP ELEC.APPARATUS 'A',B56RX22,74005Q,EQ
997,CH,74053L,SHE,051,CH,@:@PVQ,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000YT5,P,CH002534,CN:BOI,HANGZHOU BOILER GP.'A',B3LH602,74053L,EQ
998,CH,74053M,SHE,051,CH,@:@PQV,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE100000YX7,P,CH002535,CN:HMG,LINZHOU HEAVY MCH.GP.'A',B58KKZ1,74053M,EQ
999,CH,74053N,SHE,051,CH,@:@PUZ,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE100000YY5,P,CH002536,CN:HPX,HENAN PROV.XIXIA AUTMB. WATER PUMP 'A',B3LKP15,74053N,EQ
1000,CH,74053P,SHE,051,CH,@:@PQO,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000YV1,P,CH002537,CN:QHM,QINGDAO HAILI METAL ONE 'A',B5ZQ085,74053P,EQ
1001,CH,74084X,SHE,051,CH,@:@Q4,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000Z42,P,CH002538,CN:FER,ANHUI SIERTE FTLZ.IND. 'A',B64DW22,74084X,EQ
1002,CH,74085C,SHE,051,CH,@:@Q3,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000Z59,P,CH002539,CN:DOO,SHINDOO CHEMICAL IND.'A',B650BL4,74085C,EQ
1003,CH,74085D,SHE,051,CH,@:@QCJ,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,ALUMNCH,CNE100000Z67,P,CH002540,CN:JAP,JIANGSU ASPAC.LT.ALLOY TECH.'A',B67NMM9,74085D,EQ
1004,CH,74085E,SHE,051,CH,@:@Q1,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,STEELCH,CNE100000Z75,P,CH002541,CN:HOS,ANHUI HONGLU STL.CON. (GP.) 'A',B692VN8,74085E,EQ
1005,CH,74138M,SHE,051,CH,@:@QN9,OILSV,051,Oil Equip. & Services,TOTMKCA,OILGSCH,OILESCH,CHZASHR,OILSVCH,CNE100000ZV8,P,CH002542,CN:GTO,CHINA ZHONGHUA GTH.ENGR. 'A',B3W0RZ2,74138M,EQ
1006,CH,74138N,SHE,051,CH,@:@QNK,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000ZT2,P,CH002543,CN:VWN,GUANGDONG VANWARD NEW ELECTRIC 'A',B3QBHX9,74138N,EQ
1007,CH,74138R,SHE,051,CH,@:@QNU,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000ZS4,P,CH002544,CN:GCI,GCI SCTC.'A' SUSP - SUSP.31/08/15,B3S2SF9,74138R,EQ
1008,CH,74182L,SHE,051,CH,@:@QYA,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000ZX4,P,CH002545,CN:QES,QINGDAO ET.STL.TWR.STK. 'A',B4MV202,74182L,EQ
1009,CH,74182M,SHE,051,CH,@:@QS,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000ZY2,P,CH002546,CN:NXE,NANJING XINLIAN ELTN.'A',B3RYM21,74182M,EQ
1010,CH,74509C,SHE,051,CH,@:@QQK,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100001047,P,CH002547,CN:CHX,SUZHOU CHUNXING PRECN. MECH.'A',B4XNW52,74509C,EQ
1011,CH,74509D,SHE,051,CH,@:@QZN,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE100001054,P,CH002548,CN:FED,SHENZHEN JINXINNONG FEED 'A',B58ZC27,74509D,EQ
1012,CH,74509E,SHE,051,CH,@:@QZH,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE100001062,P,CH002549,CN:HKI,HUNAN KAIMEITE GASES 'A',B4YYLH9,74509E,EQ
1013,CH,74509F,SHE,051,CH,@:@QYL,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE100001070,P,CH002550,CN:CQI,CHANGZHOU QIANHONG BIOPHARMA 'A',B52QJZ8,74509F,EQ
1014,CH,74559X,SHE,051,CH,@:@R90,MEDEQ,132,Medical Equipment,TOTMKCA,HLTHCCH,HCEQSCH,CHZASHR,NA,CNE1000010G6,P,CH002551,CN:GLR,SHENZHEN GLORY MED.'A',B3MB238,74559X,EQ
1015,CH,74560C,SHE,051,CH,@:@R94,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE1000010H4,P,CH002552,CN:BHI,BAODING HEAVY IND.'A',B68VH61,74560C,EQ
1016,CH,74560E,SHE,051,CH,@:@R98,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE1000010J0,P,CH002553,CN:JNB,JIANGSU NANFANG BEARING 'A',B62P4Y6,74560E,EQ
1017,CH,74560F,SHE,051,CH,@:@R99,OILSV,051,Oil Equip. & Services,TOTMKCA,OILGSCH,OILESCH,CHZASHR,OILSVCH,CNE1000010K8,P,CH002554,CN:HBP,CHINA OIL HBP SCTC.'A',B67S5D6,74560F,EQ
1018,CH,74910T,SHE,051,CH,@:@RBJ,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE1000010N2,P,CH002555,CN:WAP,WUHU SHUNRONG SANQI INTACT.ENTM.NET.TECH.'A',B44DPG3,74910T,EQ
1019,CH,74910U,SHE,051,CH,@:@RBQ,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000010P7,P,CH002556,CN:AHA,ANHUI HUILONG AGRI.MPD. 'A',B45J2L4,74910U,EQ
1020,CH,74910V,SHE,051,CH,@:@R9I,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE1000010Q5,P,CH002557,CN:QFD,CHACHA FOOD 'A',B40GWM1,74910V,EQ
1021,CH,74910W,SHE,051,CH,@:@RBI,RECSV,055,Recreational Services,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,NA,CNE1000010R3,P,CH002558,CN:ONQ,CHONGQING NEW CEN.CRUISE 'A',B3TZB92,74910W,EQ
1022,CH,74938R,SHE,051,CH,@:@RGW,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE1000010S1,P,CH002559,CN:JYM,JIANGSU YAWEI MACH.TOOL 'A',B416RM5,74938R,EQ
1023,CH,74938T,SHE,051,CH,@:@RCY,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE1000010T9,P,CH002560,CN:TDA,HENAN TONG-DA CABLE 'A',B3NQ8K1,74938T,EQ
1024,CH,74938U,SHE,051,CH,@:@RDQ,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE1000010V5,P,CH002561,CN:XCO,SHANGHAI XUJIAHUI COML. 'A',B439MP0,74938U,EQ
1025,CH,74988V,SHE,051,CH,@:@RKF,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000010Y9,P,CH002562,CN:BRO,BROTHER ENTS.HLDG.'A',B5VPBH2,74988V,EQ
1026,CH,74988W,SHE,051,CH,@:@RJS,APRET,066,Apparel Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE100001104,P,CH002563,CN:GRM,ZHEJIANG SEMIR GRMT.'A',B52K2H3,74988W,EQ
1027,CH,74988X,SHE,051,CH,@:@RJT,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE1000010Z6,P,CH002564,CN:GAM,SUZHOU THVOW TECH.'A',B5NF2Z5,74988X,EQ
1028,CH,75471R,SHE,051,CH,@:@RQ7,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,CONPKCH,CNE1000011B5,P,CH002565,CN:LUX,SH LUXIN PCKG.MATS.SCTC. 'A',B3RGXZ7,75471R,EQ
1029,CH,75471U,SHE,051,CH,@:@RNY,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE1000011C3,P,CH002566,CN:YIS,JILIN JIAN YISHENG PHARM.'A',B3LQBF9,75471U,EQ
1030,CH,75535N,SHE,051,CH,@:@RRV,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE1000011J8,P,CH002567,CN:TGP,TANGRENSHEN GROUP 'A',B5N9C68,75535N,EQ
1031,CH,75535P,SHE,051,CH,@:@RSK,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000011K6,P,CH002568,CN:FFF,SHANGHAI BAIRUN FLFR.'A',B67W776,75535P,EQ
1032,CH,75619J,SHE,051,CH,@:@U1V,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE1000011X9,P,CH002569,CN:BUE,ZHEJIANG BUSEN GARM.'A' SUSP - SUSP.04/01/16,B4NJYL0,75619J,EQ
1033,CH,75619L,SHE,051,CH,@:@TZQ,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE1000011Y7,P,CH002570,CN:BSD,BEINGMATE BABY & CHILD FOOD 'A',B4ZNLC0,75619L,EQ
1034,CH,75619M,SHE,051,CH,@:@U18,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE1000011Z4,P,CH002571,CN:DLI,ANHUI DELI HHLD.GLASS 'A',B4L9T06,75619M,EQ
1035,CH,75619N,SHE,051,CH,@:@U28,FURNS,060,Furnishings,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100001203,P,CH002572,CN:GNI,SUOFEIYA HOME CLLN.'A',B4QYGC7,75619N,EQ
1036,CH,75660L,SHE,051,CH,@:@U38,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100001278,P,CH002573,CN:BEP,BEIJING SPC ENVM.PROTC. TECH.'A',B5KPMY7,75660L,EQ
1037,CH,75709L,SHE,051,CH,@:@UWV,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE100001286,P,CH002574,CN:ZMJ,ZHEJIANG MING JEWELRY 'A',B66NW86,75709L,EQ
1038,CH,75709M,SHE,051,CH,@:@UWU,TOYSG,061,Toys,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100001294,P,CH002575,CN:GQT,GUANGDONG QUNXING TOYS JOINT-STOCK 'A',B56H8Y9,75709M,EQ
1039,CH,75745H,SHE,051,CH,@:@UZO,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE1000012G2,P,CH002576,CN:NGU,JIANGSU TONGDA PWR.TECH. 'A',B3YFN24,75745H,EQ
1040,CH,75745J,SHE,051,CH,@:@UZC,COMPH,034,Computer Hardware,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,COMPHCH,CNE1000012J6,P,CH002577,CN:POO,SHENZHEN RAPOO TECH.'A',B42M3G8,75745J,EQ
1041,CH,75745K,SHE,051,CH,@:@UV,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,ALUMNCH,CNE1000012H0,P,CH002578,CN:FMA,FUJIAN MINFA ALUM.'A',B68CP37,75745K,EQ
1042,CH,75811D,SHE,051,CH,@:@V67,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE1000012P3,P,CH002579,CN:EGL,HUIZHOU CHINA EAGLE ELT. TECH.'A',B527TR3,75811D,EQ
1043,CH,75811E,SHE,051,CH,@:@V61,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE1000012Q1,P,CH002580,CN:SRC,SHANDONG SACRED SUN PWR. SOURCES 'A',B5KSZR0,75811E,EQ
1044,CH,75848E,SHE,051,CH,@:@V30,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000012Y5,P,CH002581,CN:ZBW,ZIBO WANCHANG SCTC.'A',B659RD5,75848E,EQ
1045,CH,75893T,SHE,051,CH,@:@V46,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE1000012Z2,P,CH002582,CN:JUJ,HAOXIANGNI JUJUBE 'A',B433M41,75893T,EQ
1046,CH,75988F,SHE,051,CH,@:@VM6,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE1000013B1,P,CH002583,CN:HYT,HYTERA COMMS.'A',B4RMQR5,75988F,EQ
1047,CH,77139E,SHE,051,CH,@:@VNK,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000013M8,P,CH002584,CN:XCE,XILONG CHEMICAL 'A',B4R2X07,77139E,EQ
1048,CH,77139F,SHE,051,CH,@:@VPJ,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000013N6,P,CH002585,CN:JSB,JIANGSU SHUANGXING COLOR PLAST.NEW MATS.'A',B45DN68,77139F,EQ
1049,CH,77139H,SHE,051,CH,@:@VNJ,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,HVYCNCH,CNE1000013P1,P,CH002586,CN:ZRC,ZHEJIANG RECLAIM CON.GP. 'A',B4MXH36,77139H,EQ
1050,CH,77164N,SHE,051,CH,@:@VTW,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE1000013V9,P,CH002587,CN:AOT,SHENZHEN AOTO ELTN.'A',B43G0M4,77164N,EQ
1051,CH,77164P,SHE,051,CH,@:@VU,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000013W7,P,CH002588,CN:FRT,STANLEY FERTILIZER 'A',B3Q2KZ5,77164P,EQ
1052,CH,77164Q,SHE,051,CH,@:@VRI,DGRET,120,Drug Retailers,TOTMKCA,RTAILCH,FDRGRCH,CHZASHR,NA,CNE1000013X5,P,CH002589,CN:RCN,SHANDONG REALCAN PHARM. 'A',B641XD4,77164Q,EQ
1053,CH,77164R,SHE,051,CH,@:@VTK,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE1000013Y3,P,CH002590,CN:VIE,ZHEJIANG VIE SCTC.'A',B67JRK0,77164R,EQ
1054,CH,77206V,SHE,051,CH,@:@W0,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000014V7,P,CH002591,CN:JHK,JIANGXI HENGDA HI-TECH 'A',B4TJH59,77206V,EQ
1055,CH,77206W,SHE,051,CH,@:@W5,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE100001930,P,CH002592,CN:NBT,NANNING BALING TECH.'A',B629PD4,77206W,EQ
1056,CH,77240N,SHE,051,CH,@:@WL,TYRES,053,Tires,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE1000014Y1,P,CH002593,CN:WEE,XIAMEN SUNRISE WHEEL GP. 'A',B5LXRH8,77240N,EQ
1057,CH,77240P,SHE,051,CH,@:@4B7M1,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,AUTOSCH,CNE100001526,P,CH002594,CN:BYD,BYD 'A',B466322,77240P,EQ
1058,CH,77240Q,SHE,051,CH,@:@WDA,TYRES,053,Tires,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE1000014X3,P,CH002595,CN:MLE,SHANDONG HIMILE MECH. SCTC.'A',B4L76Q5,77240Q,EQ
1059,CH,77262F,SHE,051,CH,@:@WN,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE1000015B6,P,CH002596,CN:RZE,HAINAN RUIZE NEW BLDG. MRA.'A',B6671J2,77262F,EQ
1060,CH,77303P,SHE,051,CH,@:@WYD,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE1000015C4,P,CH002597,CN:AJI,ANHUI JINHE INDL.'A',B4QH5P2,77303P,EQ
1061,CH,77303R,SHE,051,CH,@:@WP,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE1000015D2,P,CH002598,CN:BLW,SHANDONG ZHANGQIU BLOWER 'A',B600GS1,77303R,EQ
1062,CH,77327E,SHE,051,CH,@:@XEZ,PUBLS,084,Publishing,TOTMKCA,NA,NA,CHZASHR,NA,CNE1000015K7,P,CH002599,CN:PRT,BEIJING SHENGTONG PRINT. 'A',B6SGJ48,77327E,EQ
1063,CH,77327F,SHE,051,CH,@:@WWU,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE1000015L5,P,CH002600,CN:JMF,JPMF GUANGDONG 'A',B6SGJ82,77327F,EQ
1064,CH,77327H,SHE,051,CH,@:@WX,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE1000015M3,P,CH002601,CN:BLN,HENAN BILLIONS CHEMS.'A',B6SGJ37,77327H,EQ
1065,CH,77383U,SHE,051,CH,@:@XCY,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE1000015R2,P,CH002602,CN:ZCH,ZHEJIANG CEN.HUATONG AUTV.PART 'A',B4R3NW2,77383U,EQ
1066,CH,77413E,SHE,051,CH,@:@XIJ,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE1000015S0,P,CH002603,CN:YIL,SHIJIAZHUANG YILING PHARM.'A',B5W0FZ2,77413E,EQ
1067,CH,77413F,SHE,051,CH,@:@XIV,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE1000015T8,P,CH002604,CN:LIV,SHANDONG LONGLIVE BIO TECH.'A',B67LLL5,77413F,EQ
1068,CH,77433E,SHE,051,CH,@:@YDO,TOYSG,061,Toys,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100001625,P,CH002605,CN:PLY,SHANGHAI YAOJI PLAYING CARD 'A',B55H7Q5,77433E,EQ
1069,CH,77433F,SHE,051,CH,@:@YJZ,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100001633,P,CH002606,CN:DIG,DALIAN INSULATOR GP.'A',B4ZN498,77433F,EQ
1070,CH,77443M,SHE,051,CH,@:@XZK,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE100001641,P,CH002607,CN:WYA,WUHU YAXIA AUTOMOBILE 'A',B3YR784,77443M,EQ
1071,CH,77448V,SHE,051,CH,@:@YN9,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE100001658,P,CH002608,CN:MRN,SAINTY MARINE 'A' SUSP - SUSP.06/08/15,B65QTL8,77448V,EQ
1072,CH,77448W,SHE,051,CH,@:@YER,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE1000016J7,P,CH002609,CN:JSN,SHENZHEN JIESHUN SCTC. IND.'A',B59Z3K1,77448W,EQ
1073,CH,774561,SHE,051,CH,@:@YDP,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE1000016H1,P,CH002610,CN:AKC,JIANGSU AKCOME SLR.SCTC. 'A',B6VD2L4,774561,EQ
1074,CH,77516H,SHE,051,CH,@:@7UM,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE1000016L3,P,CH002611,CN:PCT,GUANGDONG DONGFANG PRECN.SCTC.'A',B6RNQM7,77516H,EQ
